% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-06-06 T 14:08:12 +0200
% Time (s), Input 1 (V), Input 2 (V)
1.0500000000e-01, -2.6660465626e+00, 1.1890525092e-01
1.0600000000e-01, -2.6656920145e+00, 8.7495850687e-03
1.0700000000e-01, -2.6651098552e+00, -6.2335126785e-02
1.0800000000e-01, -2.6648619216e+00, -9.6024702968e-02
1.0900000000e-01, -2.6659183750e+00, -7.7896162999e-02
1.1000000000e-01, -2.6663826642e+00, -1.1389030204e-01
1.1100000000e-01, -2.6661334801e+00, -1.4685890116e-01
1.1200000000e-01, -2.6667847356e+00, -2.0540311428e-01
1.1300000000e-01, -2.6657701777e+00, -2.2869949029e-01
1.1400000000e-01, -2.6661538025e+00, -2.4973226094e-01
1.1500000000e-01, -2.6671380331e+00, -1.6206820311e-01
1.1600000000e-01, -2.6663689075e+00, -5.2703548524e-02
1.1700000000e-01, -2.6669767043e+00, 1.6258876982e-02
1.1800000000e-01, -2.6667497185e+00, 4.5793611786e-02
1.1900000000e-01, -2.6667844229e+00, 2.4135535786e-02
1.2000000000e-01, -2.6661190980e+00, 5.6572312706e-02
1.2100000000e-01, -2.6668516433e+00, 1.0099306660e-01
1.2200000000e-01, -2.6665690052e+00, 1.6228174489e-01
1.2300000000e-01, -2.6657026447e+00, 1.8178970845e-01
1.2400000000e-01, -2.6649410228e+00, 1.9849380284e-01
1.2500000000e-01, -2.6654697184e+00, 1.1032105912e-01
1.2600000000e-01, -2.6652714966e+00, -2.4280606626e-03
1.2700000000e-01, -2.6661563037e+00, -7.2949372398e-02
1.2800000000e-01, -2.6662669828e+00, -1.0504848443e-01
1.2900000000e-01, -2.6666659276e+00, -8.8648288442e-02
1.3000000000e-01, -2.6668679012e+00, -1.2408246654e-01
1.3100000000e-01, -2.6666506076e+00, -1.6611267810e-01
1.3200000000e-01, -2.6665758836e+00, -2.2061054032e-01
1.3300000000e-01, -2.6665221073e+00, -2.4566464966e-01
1.3400000000e-01, -2.6664064258e+00, -2.6389855358e-01
1.3500000000e-01, -2.6668641494e+00, -1.7680602484e-01
1.3600000000e-01, -2.6666687414e+00, -5.8078985940e-02
1.3700000000e-01, -2.6671702363e+00, 1.1485295962e-02
1.3800000000e-01, -2.6670067190e+00, 4.2540148066e-02
1.3900000000e-01, -2.6667856735e+00, 1.4556170521e-02
1.4000000000e-01, -2.6657339099e+00, 4.9787437038e-02
1.4100000000e-01, -2.6650048039e+00, 9.2194082412e-02
1.4200000000e-01, -2.6658302070e+00, 1.5382511538e-01
1.4300000000e-01, -2.6663204464e+00, 1.7958675772e-01
1.4400000000e-01, -2.6659771537e+00, 1.9723975297e-01
1.4500000000e-01, -2.6668119364e+00, 1.1221479636e-01
1.4600000000e-01, -2.6665971440e+00, -2.6781828014e-03
1.4700000000e-01, -2.6666327864e+00, -6.9885688850e-02
1.4800000000e-01, -2.6665655661e+00, -9.7690829065e-02
1.4900000000e-01, -2.6664598895e+00, -7.8913534799e-02
1.5000000000e-01, -2.6671189613e+00, -1.1913098615e-01
1.5100000000e-01, -2.6661978865e+00, -1.5787396750e-01
1.5200000000e-01, -2.6667500311e+00, -2.1831004194e-01
1.5300000000e-01, -2.6663682822e+00, -2.4226830366e-01
1.5400000000e-01, -2.6665396159e+00, -2.6695785999e-01
1.5500000000e-01, -2.6664039246e+00, -1.7603346008e-01
1.5600000000e-01, -2.6665980819e+00, -6.2822239650e-02
1.5700000000e-01, -2.6661900702e+00, 2.1304153174e-03
1.5800000000e-01, -2.6662860546e+00, 3.0480196490e-02
1.5900000000e-01, -2.6668866604e+00, 7.2285298120e-03
1.6000000000e-01, -2.6668206906e+00, 4.4332273190e-02
1.6100000000e-01, -2.6665965187e+00, 8.9301419877e-02
1.6200000000e-01, -2.6669097966e+00, 1.5312414808e-01
1.6300000000e-01, -2.6669176130e+00, 1.7417536524e-01
1.6400000000e-01, -2.6668331967e+00, 1.9125120366e-01
1.6500000000e-01, -2.6666609251e+00, 1.0209829380e-01
1.6600000000e-01, -2.6660743887e+00, -4.0810553476e-03
1.6700000000e-01, -2.6668991665e+00, -7.1581204299e-02
1.6800000000e-01, -2.6664970951e+00, -9.9774346482e-02
1.6900000000e-01, -2.6654850384e+00, -8.3013974612e-02
1.7000000000e-01, -2.6648606710e+00, -1.1927855821e-01
1.7100000000e-01, -2.6648966261e+00, -1.5888946338e-01
1.7200000000e-01, -2.6647656246e+00, -2.1600078930e-01
1.7300000000e-01, -2.6647478034e+00, -2.4173054107e-01
1.7400000000e-01, -2.6646877741e+00, -2.5824110345e-01
1.7500000000e-01, -2.6639496011e+00, -1.6667138843e-01
1.7600000000e-01, -2.6655159910e+00, -5.4589782103e-02
1.7700000000e-01, -2.6668944767e+00, 6.5797755144e-03
1.7800000000e-01, -2.6673390688e+00, 3.4201701263e-02
1.7900000000e-01, -2.6667669144e+00, 1.1371177736e-02
1.8000000000e-01, -2.6665033482e+00, 4.7080490191e-02
1.8100000000e-01, -2.6667684776e+00, 9.6769128984e-02
1.8200000000e-01, -2.6667084483e+00, 1.5480403090e-01
1.8300000000e-01, -2.6665611889e+00, 1.7648493054e-01
1.8400000000e-01, -2.6654609642e+00, 1.8801556114e-01
1.8500000000e-01, -2.6660722001e+00, 1.0180502560e-01
1.8600000000e-01, -2.6664927180e+00, -2.9555057229e-03
1.8700000000e-01, -2.6665702558e+00, -6.5743040926e-02
1.8800000000e-01, -2.6663739100e+00, -9.5245572506e-02
1.8900000000e-01, -2.6664817751e+00, -7.6089655851e-02
1.9000000000e-01, -2.6666274713e+00, -1.1449434700e-01
1.9100000000e-01, -2.6661941347e+00, -1.5249477825e-01
1.9200000000e-01, -2.6661253511e+00, -2.0971521995e-01
1.9300000000e-01, -2.6653296500e+00, -2.2963557239e-01
1.9400000000e-01, -2.6647718777e+00, -2.4906349687e-01
1.9500000000e-01, -2.6648853706e+00, -1.6178556510e-01
1.9600000000e-01, -2.6658511547e+00, -5.0685688169e-02
1.9700000000e-01, -2.6660134214e+00, 1.5294343484e-02
1.9800000000e-01, -2.6658761669e+00, 4.3824212596e-02
1.9900000000e-01, -2.6647002802e+00, 2.0693229850e-02
2.0000000000e-01, -2.6661578670e+00, 5.9079787148e-02
2.0100000000e-01, -2.6668363233e+00, 9.9791855032e-02
2.0200000000e-01, -2.6667734801e+00, 1.6058247761e-01
2.0300000000e-01, -2.6661838171e+00, 1.8100244902e-01
2.0400000000e-01, -2.6662272759e+00, 1.9923260111e-01
2.0500000000e-01, -2.6668025568e+00, 1.1008062921e-01
2.0600000000e-01, -2.6662898064e+00, 6.1892723252e-03
2.0700000000e-01, -2.6660853315e+00, -6.7677110365e-02
2.0800000000e-01, -2.6665855758e+00, -1.0157553853e-01
2.0900000000e-01, -2.6665061620e+00, -8.4186734790e-02
2.1000000000e-01, -2.6667503438e+00, -1.1768121571e-01
2.1100000000e-01, -2.6666984434e+00, -1.5630351312e-01
2.1200000000e-01, -2.6661666212e+00, -2.1279891327e-01
2.1300000000e-01, -2.6664370658e+00, -2.4068190400e-01
2.1400000000e-01, -2.6667772319e+00, -2.5916718067e-01
2.1500000000e-01, -2.6665443057e+00, -1.6237085090e-01
2.1600000000e-01, -2.6666790590e+00, -5.0063196696e-02
2.1700000000e-01, -2.6663685949e+00, 1.0452604181e-02
2.1800000000e-01, -2.6670789417e+00, 3.4305189298e-02
2.1900000000e-01, -2.6663248235e+00, 1.3567250115e-02
2.2000000000e-01, -2.6654894156e+00, 4.4984466667e-02
2.2100000000e-01, -2.6662888684e+00, 8.8537609395e-02
2.2200000000e-01, -2.6662954341e+00, 1.4793974145e-01
2.2300000000e-01, -2.6666724933e+00, 1.6998863329e-01
2.2400000000e-01, -2.6662113306e+00, 1.8222648424e-01
2.2500000000e-01, -2.6665624395e+00, 9.5801468959e-02
2.2600000000e-01, -2.6667068851e+00, -1.3041993624e-02
2.2700000000e-01, -2.6667669144e+00, -7.7719201586e-02
2.2800000000e-01, -2.6660115455e+00, -1.0452291529e-01
2.2900000000e-01, -2.6658783555e+00, -8.2521546651e-02
2.3000000000e-01, -2.6653077644e+00, -1.1864105941e-01
2.3100000000e-01, -2.6646771439e+00, -1.5899513999e-01
2.3200000000e-01, -2.6649307052e+00, -2.1875838588e-01
2.3300000000e-01, -2.6659765284e+00, -2.4426490364e-01
2.3400000000e-01, -2.6666437292e+00, -2.6005448896e-01
2.3500000000e-01, -2.6668347600e+00, -1.7185298118e-01
2.3600000000e-01, -2.6667612866e+00, -5.7863255595e-02
2.3700000000e-01, -2.6663398308e+00, 4.6294481369e-03
2.3800000000e-01, -2.6669169877e+00, 3.2123811594e-02
2.3900000000e-01, -2.6674957078e+00, 1.1328656973e-02
2.4000000000e-01, -2.6667368997e+00, 4.9988785360e-02
2.4100000000e-01, -2.6671027033e+00, 9.1616925577e-02
2.4200000000e-01, -2.6667184532e+00, 1.5581202312e-01
2.4300000000e-01, -2.6665655661e+00, 1.7448614200e-01
2.4400000000e-01, -2.6667847356e+00, 1.8711324553e-01
2.4500000000e-01, -2.6659930990e+00, 9.3232089288e-02
2.4600000000e-01, -2.6652971342e+00, -1.3738583780e-02
2.4700000000e-01, -2.6667412769e+00, -7.9567604192e-02
2.4800000000e-01, -2.6662954341e+00, -1.0747498183e-01
2.4900000000e-01, -2.6663288880e+00, -9.1455284145e-02
2.5000000000e-01, -2.6667522197e+00, -1.2526147978e-01
2.5100000000e-01, -2.6667678523e+00, -1.6191844248e-01
2.5200000000e-01, -2.6664426936e+00, -2.1565562075e-01
2.5300000000e-01, -2.6660756393e+00, -2.3639762441e-01
2.5400000000e-01, -2.6654040614e+00, -2.5368544134e-01
2.5500000000e-01, -2.6662110179e+00, -1.6323814942e-01
2.5600000000e-01, -2.6670579940e+00, -5.7491511566e-02
2.5700000000e-01, -2.6667762940e+00, 5.4636054699e-03
2.5800000000e-01, -2.6665330502e+00, 2.9550367439e-02
2.5900000000e-01, -2.6664742715e+00, 1.0694284698e-02
2.6000000000e-01, -2.6666668655e+00, 4.4770612239e-02
2.6100000000e-01, -2.6669119852e+00, 8.8865269397e-02
2.6200000000e-01, -2.6664555123e+00, 1.5098310257e-01
2.6300000000e-01, -2.6660553169e+00, 1.7720340639e-01
2.6400000000e-01, -2.6652133432e+00, 1.9301956718e-01
2.6500000000e-01, -2.6659139979e+00, 1.0580635451e-01
2.6600000000e-01, -2.6666699920e+00, -2.0069175114e-03
2.6700000000e-01, -2.6664448821e+00, -6.9072166594e-02
2.6800000000e-01, -2.6663129427e+00, -9.6095987778e-02
2.6900000000e-01, -2.6651751996e+00, -7.2955312799e-02
2.7000000000e-01, -2.6645208176e+00, -1.0941030188e-01
2.7100000000e-01, -2.6650376324e+00, -1.4877421144e-01
2.7200000000e-01, -2.6659768411e+00, -2.0411561057e-01
2.7300000000e-01, -2.6658164503e+00, -2.2832649565e-01
2.7400000000e-01, -2.6656357370e+00, -2.4644440542e-01
2.7500000000e-01, -2.6649269534e+00, -1.5737997627e-01
2.7600000000e-01, -2.6656216676e+00, -4.2701789498e-02
2.7700000000e-01, -2.6652033384e+00, 1.9266908354e-02
2.7800000000e-01, -2.6644648527e+00, 4.6468941561e-02
2.7900000000e-01, -2.6646896500e+00, 2.1144387658e-02
2.8000000000e-01, -2.6645545841e+00, 5.8033338650e-02
2.8100000000e-01, -2.6649150726e+00, 9.9798420738e-02
2.8200000000e-01, -2.6642822636e+00, 1.6440465654e-01
2.8300000000e-01, -2.6653856149e+00, 1.8462671881e-01
2.8400000000e-01, -2.6662429085e+00, 2.0091561045e-01
2.8500000000e-01, -2.6671327180e+00, 1.0709573414e-01
2.8600000000e-01, -2.6671224005e+00, -1.3190816296e-03
2.8700000000e-01, -2.6669160497e+00, -6.8628512450e-02
2.8800000000e-01, -2.6668797820e+00, -9.6824468507e-02
2.8900000000e-01, -2.6666162158e+00, -8.0717228072e-02
2.9000000000e-01, -2.6668185021e+00, -1.2635701474e-01
2.9100000000e-01, -2.6665083506e+00, -1.7045448578e-01
2.9200000000e-01, -2.6664558250e+00, -2.2454652482e-01
2.9300000000e-01, -2.6662869925e+00, -2.4713130335e-01
2.9400000000e-01, -2.6664533237e+00, -2.6637882724e-01
2.9500000000e-01, -2.6664326887e+00, -1.7105415360e-01
2.9600000000e-01, -2.6665258592e+00, -6.7951619412e-02
2.9700000000e-01, -2.6666834361e+00, -4.7366880040e-04
2.9800000000e-01, -2.6671092691e+00, 2.5872321387e-02
2.9900000000e-01, -2.6661810033e+00, 8.6060774915e-03
3.0000000000e-01, -2.6656745059e+00, 4.6734383681e-02
3.0100000000e-01, -2.6660553169e+00, 8.9794160490e-02
3.0200000000e-01, -2.6649638464e+00, 1.4976313184e-01
3.0300000000e-01, -2.6656538709e+00, 1.7293100760e-01
3.0400000000e-01, -2.6660956491e+00, 1.8794646490e-01
3.0500000000e-01, -2.6665108518e+00, 9.5462553461e-02
3.0600000000e-01, -2.6664139295e+00, -1.1048520177e-02
3.0700000000e-01, -2.6664820878e+00, -8.2954257951e-02
3.0800000000e-01, -2.6670608079e+00, -1.1092229021e-01
3.0900000000e-01, -2.6671177107e+00, -9.4490203647e-02
3.1000000000e-01, -2.6666280966e+00, -1.3118624794e-01
3.1100000000e-01, -2.6663545255e+00, -1.6980166699e-01
3.1200000000e-01, -2.6666903145e+00, -2.2370486383e-01
3.1300000000e-01, -2.6668213159e+00, -2.4961626680e-01
3.1400000000e-01, -2.6656157272e+00, -2.6206672156e-01
3.1500000000e-01, -2.6647834458e+00, -1.6704281980e-01
3.1600000000e-01, -2.6642860154e+00, -5.7793221396e-02
3.1700000000e-01, -2.6653965577e+00, 9.6922328794e-03
3.1800000000e-01, -2.6668704024e+00, 4.3391501296e-02
3.1900000000e-01, -2.6671123956e+00, 1.8155740752e-02
3.2000000000e-01, -2.6664611401e+00, 5.5257920867e-02
3.2100000000e-01, -2.6663876667e+00, 1.0047312521e-01
3.2200000000e-01, -2.6658961767e+00, 1.6071660561e-01
3.2300000000e-01, -2.6665649408e+00, 1.7911027504e-01
3.2400000000e-01, -2.6667459666e+00, 1.9047269850e-01
3.2500000000e-01, -2.6659290052e+00, 1.0201450289e-01
3.2600000000e-01, -2.6659258787e+00, -3.2672204384e-03
3.2700000000e-01, -2.6663292006e+00, -6.9899445568e-02
3.2800000000e-01, -2.6668782187e+00, -9.7027067440e-02
3.2900000000e-01, -2.6668441396e+00, -7.8606509873e-02
3.3000000000e-01, -2.6669385607e+00, -1.1748080534e-01
3.3100000000e-01, -2.6666696794e+00, -1.5067670295e-01
3.3200000000e-01, -2.6669291811e+00, -2.0524428672e-01
3.3300000000e-01, -2.6667537830e+00, -2.2586279258e-01
3.3400000000e-01, -2.6666165284e+00, -2.4560368239e-01
3.3500000000e-01, -2.6668616481e+00, -1.4833931157e-01
3.3600000000e-01, -2.6667253316e+00, -4.6725942059e-02
3.3700000000e-01, -2.6665461816e+00, 2.2125179095e-02
3.3800000000e-01, -2.6668003682e+00, 4.4158125651e-02
3.3900000000e-01, -2.6664830258e+00, 2.7493425499e-02
3.4000000000e-01, -2.6664276862e+00, 6.0857217597e-02
3.4100000000e-01, -2.6665862011e+00, 1.0362372620e-01
3.4200000000e-01, -2.6662166457e+00, 1.6455941962e-01
3.4300000000e-01, -2.6660102949e+00, 1.8501347017e-01
3.4400000000e-01, -2.6652636803e+00, 1.9974097436e-01
3.4500000000e-01, -2.6662651068e+00, 1.0284178186e-01
3.4600000000e-01, -2.6667350238e+00, -8.4882074336e-03
3.4700000000e-01, -2.6664924053e+00, -7.8200686703e-02
3.4800000000e-01, -2.6664083018e+00, -1.0352023816e-01
3.4900000000e-01, -2.6668400751e+00, -8.4718869641e-02
3.5000000000e-01, -2.6672349554e+00, -1.1824711704e-01
3.5100000000e-01, -2.6668622734e+00, -1.6070847664e-01
3.5200000000e-01, -2.6669673247e+00, -2.1429370570e-01
3.5300000000e-01, -2.6666230941e+00, -2.4188592944e-01
3.5400000000e-01, -2.6666452925e+00, -2.5414410282e-01
3.5500000000e-01, -2.6670964503e+00, -1.5524862300e-01
3.5600000000e-01, -2.6674159813e+00, -4.1870758692e-02
3.5700000000e-01, -2.6674069144e+00, 1.8444006517e-02
3.5800000000e-01, -2.6672483995e+00, 3.7142512310e-02
3.5900000000e-01, -2.6669385607e+00, 1.2128109859e-02
3.6000000000e-01, -2.6673009251e+00, 4.9080529343e-02
3.6100000000e-01, -2.6673137439e+00, 9.4901967218e-02
3.6200000000e-01, -2.6672396452e+00, 1.5573917504e-01
3.6300000000e-01, -2.6669301191e+00, 1.7629984016e-01
3.6400000000e-01, -2.6670520536e+00, 1.8520950340e-01
3.6500000000e-01, -2.6674272368e+00, 9.5186481150e-02
3.6600000000e-01, -2.6672599676e+00, -9.3723891944e-03
3.6700000000e-01, -2.6667250189e+00, -7.4851238611e-02
3.6800000000e-01, -2.6668381992e+00, -9.9788103199e-02
3.6900000000e-01, -2.6672396452e+00, -7.9339680393e-02
3.7000000000e-01, -2.6664326887e+00, -1.1841219766e-01
3.7100000000e-01, -2.6666759324e+00, -1.5635541346e-01
3.7200000000e-01, -2.6669998406e+00, -2.1544520550e-01
3.7300000000e-01, -2.6668491420e+00, -2.3586986670e-01
3.7400000000e-01, -2.6669460644e+00, -2.5347690201e-01
3.7500000000e-01, -2.6667875495e+00, -1.5624973686e-01
3.7600000000e-01, -2.6668885363e+00, -5.0604398474e-02
3.7700000000e-01, -2.6668407004e+00, 1.4941358615e-02
3.7800000000e-01, -2.6671395964e+00, 3.7230367711e-02
3.7900000000e-01, -2.6671383458e+00, 1.7743664528e-02
3.8000000000e-01, -2.6671455368e+00, 5.4143939391e-02
3.8100000000e-01, -2.6667800458e+00, 9.7552011278e-02
3.8200000000e-01, -2.6666496696e+00, 1.5983930220e-01
3.8300000000e-01, -2.6668269437e+00, 1.7600000625e-01
3.8400000000e-01, -2.6664748968e+00, 1.8864899546e-01
3.8500000000e-01, -2.6669942129e+00, 9.5374698060e-02
3.8600000000e-01, -2.6668804073e+00, -9.3445631064e-03
3.8700000000e-01, -2.6671611694e+00, -7.8064370137e-02
3.8800000000e-01, -2.6669651362e+00, -1.0224211403e-01
3.8900000000e-01, -2.6664561376e+00, -8.7699074925e-02
3.9000000000e-01, -2.6669998406e+00, -1.2356690228e-01
3.9100000000e-01, -2.6667290834e+00, -1.6302492029e-01
3.9200000000e-01, -2.6667888001e+00, -2.1459916736e-01
3.9300000000e-01, -2.6668106858e+00, -2.3713861125e-01
3.9400000000e-01, -2.6669595084e+00, -2.5179045349e-01
3.9500000000e-01, -2.6668841591e+00, -1.5729993719e-01
3.9600000000e-01, -2.6662444718e+00, -5.1555175254e-02
3.9700000000e-01, -2.6668632114e+00, 1.3328696125e-02
3.9800000000e-01, -2.6672931088e+00, 3.9132546577e-02
3.9900000000e-01, -2.6666965675e+00, 1.3926488037e-02
4.0000000000e-01, -2.6668400751e+00, 5.0743216261e-02
4.0100000000e-01, -2.6666859373e+00, 9.8102592636e-02
4.0200000000e-01, -2.6668991665e+00, 1.5629288293e-01
4.0300000000e-01, -2.6667809837e+00, 1.8110593706e-01
4.0400000000e-01, -2.6666015211e+00, 1.9939705642e-01
4.0500000000e-01, -2.6667787952e+00, 1.0891912453e-01
4.0600000000e-01, -2.6666821855e+00, 6.9186910125e-03
4.0700000000e-01, -2.6668172515e+00, -6.2424545449e-02
4.0800000000e-01, -2.6666646770e+00, -8.6772372400e-02
4.0900000000e-01, -2.6661863184e+00, -6.3484438013e-02
4.1000000000e-01, -2.6667753560e+00, -1.0456043361e-01
4.1100000000e-01, -2.6664229964e+00, -1.4473129971e-01
4.1200000000e-01, -2.6666209056e+00, -2.0429476055e-01
4.1300000000e-01, -2.6667756687e+00, -2.2919379416e-01
4.1400000000e-01, -2.6669541933e+00, -2.5080997470e-01
4.1500000000e-01, -2.6663779745e+00, -1.4983097747e-01
4.1600000000e-01, -2.6666118387e+00, -4.1833553023e-02
4.1700000000e-01, -2.6667222050e+00, 2.1612428710e-02
4.1800000000e-01, -2.6651845792e+00, 4.1744447012e-02
4.1900000000e-01, -2.6659962255e+00, 2.0125139942e-02
