% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-06-06 T 13:46:54 +0200
% Time (s), Input 1 (V), Input 2 (V)
6.2000000000e-02, -2.6638880086e+00, -1.8897728077e-01
6.3000000000e-02, -2.6641078034e+00, -1.8659049026e-01
6.4000000000e-02, -2.6643100897e+00, -1.7053483751e-01
6.5000000000e-02, -2.6637585704e+00, -1.6323283432e-01
6.6000000000e-02, -2.6647731283e+00, -1.4469815853e-01
6.7000000000e-02, -2.6650079304e+00, -1.7117171101e-01
6.8000000000e-02, -2.6641103046e+00, -2.1310781411e-01
6.9000000000e-02, -2.6643113403e+00, -2.3489313975e-01
7.0000000000e-02, -2.6631695327e+00, -2.4107428310e-01
7.1000000000e-02, -2.6641393813e+00, -2.1456915271e-01
7.2000000000e-02, -2.6651723857e+00, -2.0845179050e-01
7.3000000000e-02, -2.6654956686e+00, -2.0424817530e-01
7.4000000000e-02, -2.6649538415e+00, -2.1839633408e-01
7.5000000000e-02, -2.6658980526e+00, -2.3123979326e-01
7.6000000000e-02, -2.6657248430e+00, -2.5461870957e-01
7.7000000000e-02, -2.6653462206e+00, -2.2299545491e-01
7.8000000000e-02, -2.6653274615e+00, -1.7995256134e-01
7.9000000000e-02, -2.6654084385e+00, -1.5630757760e-01
8.0000000000e-02, -2.6644626642e+00, -1.5059166143e-01
8.1000000000e-02, -2.6655697673e+00, -1.7724936633e-01
8.2000000000e-02, -2.6659765284e+00, -1.8553184830e-01
8.3000000000e-02, -2.6658495914e+00, -1.8447007982e-01
8.4000000000e-02, -2.6658386486e+00, -1.6561587300e-01
8.5000000000e-02, -2.6653921806e+00, -1.5333362537e-01
8.6000000000e-02, -2.6652233481e+00, -1.3356272091e-01
8.7000000000e-02, -2.6647668752e+00, -1.6062155919e-01
8.8000000000e-02, -2.6657201532e+00, -2.0158249860e-01
8.9000000000e-02, -2.6652815015e+00, -2.2672790253e-01
9.0000000000e-02, -2.6653968704e+00, -2.3425595360e-01
9.1000000000e-02, -2.6651942714e+00, -2.0882822431e-01
9.2000000000e-02, -2.6649822929e+00, -2.0168098420e-01
9.3000000000e-02, -2.6656498064e+00, -1.9697306024e-01
9.4000000000e-02, -2.6655778963e+00, -2.1034740365e-01
9.5000000000e-02, -2.6650973491e+00, -2.2217161511e-01
9.6000000000e-02, -2.6658267678e+00, -2.4178150345e-01
9.7000000000e-02, -2.6657085851e+00, -2.1125628498e-01
9.8000000000e-02, -2.6654415797e+00, -1.6640094386e-01
9.9000000000e-02, -2.6656907639e+00, -1.4342191032e-01
1.0000000000e-01, -2.6653380917e+00, -1.3694343427e-01
1.0100000000e-01, -2.6657601728e+00, -1.6569622474e-01
1.0200000000e-01, -2.6657676764e+00, -1.7135930261e-01
1.0300000000e-01, -2.6661359813e+00, -1.7287222890e-01
1.0400000000e-01, -2.6653559129e+00, -1.5400489066e-01
1.0500000000e-01, -2.6641715845e+00, -1.4498986347e-01
1.0600000000e-01, -2.6639033285e+00, -1.2535339966e-01
1.0700000000e-01, -2.6645098747e+00, -1.5068702049e-01
1.0800000000e-01, -2.6653199578e+00, -1.8952067111e-01
1.0900000000e-01, -2.6653696696e+00, -2.1622402331e-01
1.1000000000e-01, -2.6656476178e+00, -2.2116862534e-01
1.1100000000e-01, -2.6657023320e+00, -1.9587783792e-01
1.1200000000e-01, -2.6651154830e+00, -1.8710136473e-01
1.1300000000e-01, -2.6652696207e+00, -1.8179596151e-01
1.1400000000e-01, -2.6651755123e+00, -1.9530161905e-01
1.1500000000e-01, -2.6657289075e+00, -2.0854965078e-01
1.1600000000e-01, -2.6646083603e+00, -2.2964651523e-01
1.1700000000e-01, -2.6650898454e+00, -2.0032375894e-01
1.1800000000e-01, -2.6653665431e+00, -1.5942660068e-01
1.1900000000e-01, -2.6652827521e+00, -1.3819998536e-01
1.2000000000e-01, -2.6656100995e+00, -1.3078448925e-01
1.2100000000e-01, -2.6651802021e+00, -1.5748627818e-01
1.2200000000e-01, -2.6652227228e+00, -1.6255250210e-01
1.2300000000e-01, -2.6653068264e+00, -1.6083541362e-01
1.2400000000e-01, -2.6652752485e+00, -1.4462968759e-01
1.2500000000e-01, -2.6654725323e+00, -1.3114872962e-01
1.2600000000e-01, -2.6652721219e+00, -1.1317432742e-01
1.2700000000e-01, -2.6654794107e+00, -1.4139498303e-01
1.2800000000e-01, -2.6651145450e+00, -1.8209110563e-01
1.2900000000e-01, -2.6652296012e+00, -2.0895953844e-01
1.3000000000e-01, -2.6652142812e+00, -2.1379252346e-01
1.3100000000e-01, -2.6650094937e+00, -1.8984989438e-01
1.3200000000e-01, -2.6652058396e+00, -1.8196166742e-01
1.3300000000e-01, -2.6650488879e+00, -1.7620885823e-01
1.3400000000e-01, -2.6654991078e+00, -1.8810685572e-01
1.3500000000e-01, -2.6651370560e+00, -2.0436854658e-01
1.3600000000e-01, -2.6640984238e+00, -2.2738228457e-01
1.3700000000e-01, -2.6636553950e+00, -1.9922478479e-01
1.3800000000e-01, -2.6636006808e+00, -1.5596584823e-01
1.3900000000e-01, -2.6640236998e+00, -1.3090423523e-01
1.4000000000e-01, -2.6646999676e+00, -1.2033125977e-01
1.4100000000e-01, -2.6652477350e+00, -1.4555420155e-01
1.4200000000e-01, -2.6653759226e+00, -1.5220338596e-01
1.4300000000e-01, -2.6654697184e+00, -1.5474212567e-01
1.4400000000e-01, -2.6653549749e+00, -1.3863863706e-01
1.4500000000e-01, -2.6645792836e+00, -1.2638765471e-01
1.4600000000e-01, -2.6639470999e+00, -1.0759316454e-01
1.4700000000e-01, -2.6632705195e+00, -1.3544207613e-01
1.4800000000e-01, -2.6631729719e+00, -1.7532248790e-01
1.4900000000e-01, -2.6644160789e+00, -1.9726820436e-01
1.5000000000e-01, -2.6650188733e+00, -2.0291533695e-01
1.5100000000e-01, -2.6651680086e+00, -1.7688575127e-01
1.5200000000e-01, -2.6652083408e+00, -1.6907600014e-01
1.5300000000e-01, -2.6653327766e+00, -1.6256063107e-01
1.5400000000e-01, -2.6650176227e+00, -1.7890361163e-01
1.5500000000e-01, -2.6655025470e+00, -1.9076971854e-01
1.5600000000e-01, -2.6653996842e+00, -2.1140823418e-01
1.5700000000e-01, -2.6654512719e+00, -1.8582511651e-01
1.5800000000e-01, -2.6654143789e+00, -1.4270906222e-01
1.5900000000e-01, -2.6651645694e+00, -1.1868670670e-01
1.6000000000e-01, -2.6653527863e+00, -1.1202532884e-01
1.6100000000e-01, -2.6637054194e+00, -1.3546396182e-01
1.6200000000e-01, -2.6639514771e+00, -1.4134214473e-01
1.6300000000e-01, -2.6640402704e+00, -1.3974198835e-01
1.6400000000e-01, -2.6633615015e+00, -1.2323173862e-01
1.6500000000e-01, -2.6641856539e+00, -1.1216195806e-01
1.6600000000e-01, -2.6634502948e+00, -9.1461849851e-02
1.6700000000e-01, -2.6634502948e+00, -1.2091498231e-01
1.6800000000e-01, -2.6639061424e+00, -1.6281606831e-01
1.6900000000e-01, -2.6651114185e+00, -1.8732334812e-01
1.7000000000e-01, -2.6647646867e+00, -1.9099326521e-01
1.7100000000e-01, -2.6645064355e+00, -1.6655070449e-01
1.7200000000e-01, -2.6649028791e+00, -1.5901483710e-01
1.7300000000e-01, -2.6649025665e+00, -1.5319480759e-01
1.7400000000e-01, -2.6654049993e+00, -1.6372713820e-01
1.7500000000e-01, -2.6646599480e+00, -1.7711742690e-01
1.7600000000e-01, -2.6646940272e+00, -1.9867576670e-01
1.7700000000e-01, -2.6652427326e+00, -1.7157941010e-01
1.7800000000e-01, -2.6651780135e+00, -1.2955138711e-01
1.7900000000e-01, -2.6655713306e+00, -1.0700975465e-01
1.8000000000e-01, -2.6656795084e+00, -1.0034118578e-01
1.8100000000e-01, -2.6653624786e+00, -1.2662996053e-01
1.8200000000e-01, -2.6645539588e+00, -1.3476299452e-01
1.8300000000e-01, -2.6650360692e+00, -1.3633344890e-01
1.8400000000e-01, -2.6654712817e+00, -1.1853319424e-01
1.8500000000e-01, -2.6648122099e+00, -1.0435377019e-01
1.8600000000e-01, -2.6632430061e+00, -8.5914453464e-02
1.8700000000e-01, -2.6637823320e+00, -1.1503336021e-01
1.8800000000e-01, -2.6654550238e+00, -1.5546185212e-01
1.8900000000e-01, -2.6651592543e+00, -1.8060006503e-01
1.9000000000e-01, -2.6650441981e+00, -1.8746716835e-01
1.9100000000e-01, -2.6653493472e+00, -1.6208008392e-01
1.9200000000e-01, -2.6646468166e+00, -1.5642576031e-01
1.9300000000e-01, -2.6644292103e+00, -1.5269206209e-01
1.9400000000e-01, -2.6646796451e+00, -1.6686085595e-01
1.9500000000e-01, -2.6637523173e+00, -1.8062538990e-01
1.9600000000e-01, -2.6632445694e+00, -2.0338963106e-01
1.9700000000e-01, -2.6639036412e+00, -1.7625794470e-01
1.9800000000e-01, -2.6647653120e+00, -1.3731580360e-01
1.9900000000e-01, -2.6653033872e+00, -1.1506056100e-01
2.0000000000e-01, -2.6649475885e+00, -1.0783765893e-01
2.0100000000e-01, -2.6651952094e+00, -1.3424461639e-01
2.0200000000e-01, -2.6651114185e+00, -1.3806085492e-01
2.0300000000e-01, -2.6648744277e+00, -1.3944621892e-01
2.0400000000e-01, -2.6652039637e+00, -1.2055105460e-01
2.0500000000e-01, -2.6650288782e+00, -1.1078315977e-01
2.0600000000e-01, -2.6652514869e+00, -9.2258488863e-02
2.0700000000e-01, -2.6652633677e+00, -1.2377043918e-01
2.0800000000e-01, -2.6651736364e+00, -1.6497743624e-01
2.0900000000e-01, -2.6643401043e+00, -1.9397628436e-01
2.1000000000e-01, -2.6642794497e+00, -1.9984071056e-01
2.1100000000e-01, -2.6641215601e+00, -1.7467029443e-01
2.1200000000e-01, -2.6652261620e+00, -1.6817837431e-01
2.1300000000e-01, -2.6651505001e+00, -1.6459162284e-01
2.1400000000e-01, -2.6652289759e+00, -1.7670816455e-01
2.1500000000e-01, -2.6649094448e+00, -1.9082099358e-01
2.1600000000e-01, -2.6643213452e+00, -2.1083795570e-01
2.1700000000e-01, -2.6641237487e+00, -1.8256321117e-01
2.1800000000e-01, -2.6642941444e+00, -1.4294542764e-01
2.1900000000e-01, -2.6634043349e+00, -1.2189608640e-01
2.2000000000e-01, -2.6642141053e+00, -1.1803076139e-01
2.2100000000e-01, -2.6652142812e+00, -1.4449337103e-01
2.2200000000e-01, -2.6648981893e+00, -1.5227717199e-01
2.2300000000e-01, -2.6652289759e+00, -1.5172190084e-01
2.2400000000e-01, -2.6656951410e+00, -1.3426869065e-01
2.2500000000e-01, -2.6649704121e+00, -1.2239633067e-01
2.2600000000e-01, -2.6653074517e+00, -1.0410583662e-01
2.2700000000e-01, -2.6655266212e+00, -1.3374968721e-01
2.2800000000e-01, -2.6651173589e+00, -1.7447363589e-01
2.2900000000e-01, -2.6651952094e+00, -1.9911910819e-01
2.3000000000e-01, -2.6651189221e+00, -2.0731217150e-01
2.3100000000e-01, -2.6651802021e+00, -1.8051408555e-01
2.3200000000e-01, -2.6649647844e+00, -1.7270621033e-01
2.3300000000e-01, -2.6644639148e+00, -1.6754650326e-01
2.3400000000e-01, -2.6649028791e+00, -1.8150800840e-01
2.3500000000e-01, -2.6648068948e+00, -1.9664915207e-01
2.3600000000e-01, -2.6649744766e+00, -2.1797925542e-01
2.3700000000e-01, -2.6645261327e+00, -1.9029948892e-01
2.3800000000e-01, -2.6644204561e+00, -1.5169470006e-01
2.3900000000e-01, -2.6650435728e+00, -1.2820635531e-01
2.4000000000e-01, -2.6648487902e+00, -1.2019306728e-01
2.4100000000e-01, -2.6648294058e+00, -1.4543758210e-01
2.4200000000e-01, -2.6650582675e+00, -1.5158589693e-01
2.4300000000e-01, -2.6654609642e+00, -1.5155494431e-01
2.4400000000e-01, -2.6649100701e+00, -1.3401700524e-01
2.4500000000e-01, -2.6651855172e+00, -1.2372666780e-01
2.4600000000e-01, -2.6648741151e+00, -1.0337673059e-01
2.4700000000e-01, -2.6653212084e+00, -1.3505063498e-01
2.4800000000e-01, -2.6649729133e+00, -1.7641239512e-01
2.4900000000e-01, -2.6650870316e+00, -2.0235006092e-01
2.5000000000e-01, -2.6651977106e+00, -2.0607938201e-01
2.5100000000e-01, -2.6650151214e+00, -1.8105622528e-01
2.5200000000e-01, -2.6645567726e+00, -1.7353255135e-01
2.5300000000e-01, -2.6651498748e+00, -1.6826904359e-01
2.5400000000e-01, -2.6651952094e+00, -1.8002197024e-01
2.5500000000e-01, -2.6651695719e+00, -1.9263750562e-01
2.5600000000e-01, -2.6652980721e+00, -2.1146201044e-01
2.5700000000e-01, -2.6646227423e+00, -1.8144954235e-01
2.5800000000e-01, -2.6649988635e+00, -1.3948686377e-01
2.5900000000e-01, -2.6644879890e+00, -1.1742296460e-01
2.6000000000e-01, -2.6638442372e+00, -1.1397065378e-01
2.6100000000e-01, -2.6645598992e+00, -1.4083627271e-01
2.6200000000e-01, -2.6652474224e+00, -1.4611166127e-01
2.6300000000e-01, -2.6651167336e+00, -1.4407816828e-01
2.6400000000e-01, -2.6655810228e+00, -1.2700201721e-01
2.6500000000e-01, -2.6649976129e+00, -1.1602134266e-01
2.6600000000e-01, -2.6648666114e+00, -9.6682211541e-02
2.6700000000e-01, -2.6650101190e+00, -1.2741972118e-01
2.6800000000e-01, -2.6653324639e+00, -1.6689712366e-01
2.6900000000e-01, -2.6646346231e+00, -1.9258029018e-01
2.7000000000e-01, -2.6638730012e+00, -1.9788913257e-01
2.7100000000e-01, -2.6648528547e+00, -1.7305638132e-01
2.7200000000e-01, -2.6652658689e+00, -1.7088876034e-01
2.7300000000e-01, -2.6651861425e+00, -1.6506685491e-01
2.7400000000e-01, -2.6651204854e+00, -1.7973651835e-01
2.7500000000e-01, -2.6652236608e+00, -1.9230890766e-01
2.7600000000e-01, -2.6651117311e+00, -2.0890607483e-01
2.7700000000e-01, -2.6648206515e+00, -1.7846746115e-01
2.7800000000e-01, -2.6652014624e+00, -1.3586978499e-01
2.7900000000e-01, -2.6645527081e+00, -1.1535570512e-01
2.8000000000e-01, -2.6645201923e+00, -1.1089446412e-01
2.8100000000e-01, -2.6642703828e+00, -1.3545645815e-01
2.8200000000e-01, -2.6644764209e+00, -1.4197651701e-01
2.8300000000e-01, -2.6636428889e+00, -1.4355728892e-01
2.8400000000e-01, -2.6637266798e+00, -1.2452768395e-01
2.8500000000e-01, -2.6635087609e+00, -1.1261405383e-01
2.8600000000e-01, -2.6638911351e+00, -9.1505621225e-02
2.8700000000e-01, -2.6647115357e+00, -1.2123513865e-01
2.8800000000e-01, -2.6651479988e+00, -1.6090919965e-01
2.8900000000e-01, -2.6646067971e+00, -1.8857333351e-01
2.9000000000e-01, -2.6654878523e+00, -1.9461597173e-01
2.9100000000e-01, -2.6644501581e+00, -1.6864735332e-01
2.9200000000e-01, -2.6654118777e+00, -1.6028451961e-01
2.9300000000e-01, -2.6648506661e+00, -1.5350245782e-01
2.9400000000e-01, -2.6647387365e+00, -1.6547611726e-01
2.9500000000e-01, -2.6647396744e+00, -1.8071324530e-01
2.9600000000e-01, -2.6650814038e+00, -2.0255672434e-01
2.9700000000e-01, -2.6646036705e+00, -1.7143433925e-01
2.9800000000e-01, -2.6637201141e+00, -1.3404045420e-01
2.9900000000e-01, -2.6644864258e+00, -1.1123244166e-01
3.0000000000e-01, -2.6635778571e+00, -1.0993587102e-01
3.0100000000e-01, -2.6633258591e+00, -1.3611865652e-01
3.0200000000e-01, -2.6634230940e+00, -1.4149628250e-01
3.0300000000e-01, -2.6634509201e+00, -1.3846542748e-01
3.0400000000e-01, -2.6641965967e+00, -1.2170349235e-01
3.0500000000e-01, -2.6640340174e+00, -1.0693815719e-01
3.0600000000e-01, -2.6647984531e+00, -8.9783217647e-02
3.0700000000e-01, -2.6653556002e+00, -1.1945239310e-01
3.0800000000e-01, -2.6636266309e+00, -1.5930372817e-01
3.0900000000e-01, -2.6631817262e+00, -1.8232965962e-01
3.1000000000e-01, -2.6636294448e+00, -1.8826693389e-01
3.1100000000e-01, -2.6631504609e+00, -1.6516127601e-01
3.1200000000e-01, -2.6640115064e+00, -1.5732338614e-01
3.1300000000e-01, -2.6650542030e+00, -1.5452952185e-01
3.1400000000e-01, -2.6655607004e+00, -1.6916010371e-01
3.1500000000e-01, -2.6650520145e+00, -1.8257165279e-01
3.1600000000e-01, -2.6650620193e+00, -1.9762619167e-01
3.1700000000e-01, -2.6651658200e+00, -1.6752117839e-01
3.1800000000e-01, -2.6649156979e+00, -1.2792246668e-01
3.1900000000e-01, -2.6657783066e+00, -1.0607023337e-01
3.2000000000e-01, -2.6651945841e+00, -1.0228025766e-01
3.2100000000e-01, -2.6647900115e+00, -1.3104899341e-01
3.2200000000e-01, -2.6638204756e+00, -1.3777884221e-01
3.2300000000e-01, -2.6633286729e+00, -1.3972322919e-01
3.2400000000e-01, -2.6632567628e+00, -1.2158874882e-01
3.2500000000e-01, -2.6635425274e+00, -1.0831007712e-01
3.2600000000e-01, -2.6633974565e+00, -8.9621263562e-02
3.2700000000e-01, -2.6633346133e+00, -1.2278902243e-01
3.2800000000e-01, -2.6631939196e+00, -1.6161235552e-01
3.2900000000e-01, -2.6639449113e+00, -1.8693753472e-01
3.3000000000e-01, -2.6646468166e+00, -1.9045237608e-01
3.3100000000e-01, -2.6642653803e+00, -1.6223734821e-01
3.3200000000e-01, -2.6640068166e+00, -1.5779455372e-01
3.3300000000e-01, -2.6634843740e+00, -1.5220119739e-01
3.3400000000e-01, -2.6640724736e+00, -1.6594040648e-01
3.3500000000e-01, -2.6648869339e+00, -1.8142109095e-01
3.3600000000e-01, -2.6646924639e+00, -2.0361692955e-01
3.3700000000e-01, -2.6649232016e+00, -1.7234572180e-01
3.3800000000e-01, -2.6649916725e+00, -1.3390319967e-01
3.3900000000e-01, -2.6648603584e+00, -1.0995212896e-01
3.4000000000e-01, -2.6652890052e+00, -1.0575601743e-01
3.4100000000e-01, -2.6649510276e+00, -1.3172651176e-01
3.4200000000e-01, -2.6655591371e+00, -1.3848418664e-01
3.4300000000e-01, -2.6653440321e+00, -1.3767285296e-01
3.4400000000e-01, -2.6651970853e+00, -1.2037972093e-01
3.4500000000e-01, -2.6655322490e+00, -1.1011908549e-01
3.4600000000e-01, -2.6647609348e+00, -9.2110604148e-02
3.4700000000e-01, -2.6651101679e+00, -1.2641673140e-01
3.4800000000e-01, -2.6649869827e+00, -1.6626806648e-01
3.4900000000e-01, -2.6650173100e+00, -1.8601833586e-01
3.5000000000e-01, -2.6651683213e+00, -1.8726738329e-01
3.5100000000e-01, -2.6653033872e+00, -1.6377216018e-01
3.5200000000e-01, -2.6653071390e+00, -1.5840172521e-01
3.5300000000e-01, -2.6650151214e+00, -1.5535023512e-01
3.5400000000e-01, -2.6649688489e+00, -1.6770783204e-01
3.5500000000e-01, -2.6646268068e+00, -1.8348709982e-01
3.5600000000e-01, -2.6649278914e+00, -2.0157999738e-01
3.5700000000e-01, -2.6647746915e+00, -1.6924920972e-01
3.5800000000e-01, -2.6646524443e+00, -1.2904082529e-01
3.5900000000e-01, -2.6652983848e+00, -1.0546212392e-01
3.6000000000e-01, -2.6650735875e+00, -1.0197260743e-01
3.6100000000e-01, -2.6655141151e+00, -1.2728997032e-01
3.6200000000e-01, -2.6647671879e+00, -1.3587197356e-01
3.6300000000e-01, -2.6654134410e+00, -1.3742554469e-01
3.6400000000e-01, -2.6654175054e+00, -1.2115353630e-01
3.6500000000e-01, -2.6651383066e+00, -1.0944031654e-01
3.6600000000e-01, -2.6651479988e+00, -9.1739172772e-02
3.6700000000e-01, -2.6648903730e+00, -1.2192234922e-01
3.6800000000e-01, -2.6640324541e+00, -1.6064813467e-01
3.6900000000e-01, -2.6644520340e+00, -1.8391512133e-01
3.7000000000e-01, -2.6652271000e+00, -1.8671054888e-01
3.7100000000e-01, -2.6654525225e+00, -1.5851678140e-01
3.7200000000e-01, -2.6650348186e+00, -1.5392078709e-01
3.7300000000e-01, -2.6654353266e+00, -1.5093120223e-01
3.7400000000e-01, -2.6646824590e+00, -1.6517128090e-01
3.7500000000e-01, -2.6641944082e+00, -1.7861972300e-01
3.7600000000e-01, -2.6647562450e+00, -1.9999703690e-01
3.7700000000e-01, -2.6651630062e+00, -1.6693370402e-01
3.7800000000e-01, -2.6654468948e+00, -1.2644393219e-01
3.7900000000e-01, -2.6646249309e+00, -1.0416367737e-01
3.8000000000e-01, -2.6648256539e+00, -1.0129915357e-01
3.8100000000e-01, -2.6655788342e+00, -1.2756479202e-01
3.8200000000e-01, -2.6653809251e+00, -1.3416426465e-01
3.8300000000e-01, -2.6655450677e+00, -1.3211982882e-01
3.8400000000e-01, -2.6651067287e+00, -1.1680672618e-01
3.8500000000e-01, -2.6645420780e+00, -1.0581604675e-01
3.8600000000e-01, -2.6637257418e+00, -8.7589959142e-02
3.8700000000e-01, -2.6639889954e+00, -1.2132955975e-01
3.8800000000e-01, -2.6641728351e+00, -1.6150855483e-01
3.8900000000e-01, -2.6642228596e+00, -1.8540991376e-01
3.9000000000e-01, -2.6645398894e+00, -1.8611213167e-01
3.9100000000e-01, -2.6645758444e+00, -1.6000125629e-01
3.9200000000e-01, -2.6650141835e+00, -1.5664961963e-01
3.9300000000e-01, -2.6649891713e+00, -1.5687222833e-01
3.9400000000e-01, -2.6649991762e+00, -1.7143246334e-01
3.9500000000e-01, -2.6653724835e+00, -1.8627064657e-01
3.9600000000e-01, -2.6649432113e+00, -2.0635482901e-01
3.9700000000e-01, -2.6647431136e+00, -1.7351816932e-01
3.9800000000e-01, -2.6645617751e+00, -1.3182906184e-01
3.9900000000e-01, -2.6654143789e+00, -1.0847453243e-01
4.0000000000e-01, -2.6652155318e+00, -1.0375003788e-01
4.0100000000e-01, -2.6655072368e+00, -1.2815977006e-01
4.0200000000e-01, -2.6653934312e+00, -1.3519977031e-01
4.0300000000e-01, -2.6651004756e+00, -1.3597514894e-01
4.0400000000e-01, -2.6656194791e+00, -1.1926542680e-01
4.0500000000e-01, -2.6652852534e+00, -1.0912109816e-01
4.0600000000e-01, -2.6652036510e+00, -9.3970262250e-02
4.0700000000e-01, -2.6649516530e+00, -1.2803126981e-01
4.0800000000e-01, -2.6653681063e+00, -1.7016153022e-01
4.0900000000e-01, -2.6654487707e+00, -1.9265094968e-01
4.1000000000e-01, -2.6647143496e+00, -1.9433771085e-01
4.1100000000e-01, -2.6651258005e+00, -1.6672704060e-01
4.1200000000e-01, -2.6654443936e+00, -1.6117526708e-01
4.1300000000e-01, -2.6651977106e+00, -1.5786239935e-01
4.1400000000e-01, -2.6655410032e+00, -1.7261835493e-01
4.1500000000e-01, -2.6643598014e+00, -1.8741870719e-01
4.1600000000e-01, -2.6631742225e+00, -2.0632669027e-01
4.1700000000e-01, -2.6629625566e+00, -1.7580397302e-01
4.1800000000e-01, -2.6630322782e+00, -1.3809368345e-01
4.1900000000e-01, -2.6642328645e+00, -1.1500084434e-01
