% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-06-06 T 14:00:20 +0200
% Time (s), Input 1 (V), Input 2 (V)
1.2300000000e-01, -2.6691161866e+00, 9.7950643437e-02
1.2400000000e-01, -2.6694285266e+00, 1.0161211890e-04
1.2500000000e-01, -2.6704015017e+00, -4.6254461827e-02
1.2600000000e-01, -2.6709767826e+00, -6.5406626650e-02
1.2700000000e-01, -2.6710327475e+00, -1.0673024316e-02
1.2800000000e-01, -2.6703739883e+00, 1.3258661926e-02
1.2900000000e-01, -2.6699150141e+00, 3.7723733630e-02
1.3000000000e-01, -2.6687097381e+00, -8.4447487120e-04
1.3100000000e-01, -2.6699315847e+00, -4.4266928782e-02
1.3200000000e-01, -2.6700732164e+00, -1.0073168897e-01
1.3300000000e-01, -2.6702098456e+00, -6.8068238859e-02
1.3400000000e-01, -2.6704693473e+00, 2.9616024500e-02
1.3500000000e-01, -2.6707194695e+00, 7.5097296266e-02
1.3600000000e-01, -2.6711030943e+00, 9.5689226649e-02
1.3700000000e-01, -2.6706838271e+00, 3.9251041940e-02
1.3800000000e-01, -2.6706778867e+00, 1.5149897949e-02
1.3900000000e-01, -2.6710752682e+00, -2.0288031985e-03
1.4000000000e-01, -2.6708310865e+00, 4.2356933599e-02
1.4100000000e-01, -2.6691765285e+00, 8.8632655808e-02
1.4200000000e-01, -2.6690792936e+00, 1.4171576468e-01
1.4300000000e-01, -2.6706850777e+00, 1.0780326714e-01
1.4400000000e-01, -2.6708004465e+00, 6.3343431657e-03
1.4500000000e-01, -2.6703164602e+00, -4.3057275588e-02
1.4600000000e-01, -2.6701904612e+00, -7.0514746030e-02
1.4700000000e-01, -2.6705315652e+00, -1.3739521738e-02
1.4800000000e-01, -2.6703752389e+00, 1.0597049717e-02
1.4900000000e-01, -2.6692015407e+00, 3.3484163377e-02
1.5000000000e-01, -2.6705049897e+00, -4.7148023168e-03
1.5100000000e-01, -2.6704640322e+00, -4.9195898180e-02
1.5200000000e-01, -2.6706775740e+00, -1.0085299821e-01
1.5300000000e-01, -2.6706403684e+00, -6.6783861676e-02
1.5400000000e-01, -2.6709108129e+00, 3.8952771290e-02
1.5500000000e-01, -2.6715242375e+00, 8.0976104486e-02
1.5600000000e-01, -2.6712328452e+00, 1.0256539690e-01
1.5700000000e-01, -2.6714279404e+00, 3.9995467956e-02
1.5800000000e-01, -2.6703367826e+00, 1.4897899894e-02
1.5900000000e-01, -2.6710824592e+00, -1.0695847961e-03
1.6000000000e-01, -2.6697518095e+00, 5.0967700881e-02
1.6100000000e-01, -2.6687131773e+00, 9.6816964843e-02
1.6200000000e-01, -2.6686387659e+00, 1.5048598482e-01
1.6300000000e-01, -2.6697858886e+00, 1.1432207538e-01
1.6400000000e-01, -2.6693472369e+00, 1.4928539856e-02
1.6500000000e-01, -2.6693950728e+00, -3.3743665096e-02
1.6600000000e-01, -2.6687575740e+00, -6.0557071030e-02
1.6700000000e-01, -2.6706597528e+00, -6.5775869457e-03
1.6800000000e-01, -2.6705246869e+00, 1.7669253192e-02
1.6900000000e-01, -2.6706794499e+00, 4.1843557909e-02
1.7000000000e-01, -2.6702035926e+00, -1.5695164211e-04
1.7100000000e-01, -2.6703127083e+00, -4.3644749961e-02
1.7200000000e-01, -2.6703092692e+00, -9.7881547196e-02
1.7300000000e-01, -2.6705643938e+00, -5.6682366447e-02
1.7400000000e-01, -2.6708920538e+00, 4.1889517852e-02
1.7500000000e-01, -2.6706156688e+00, 8.7834453532e-02
1.7600000000e-01, -2.6709695916e+00, 1.0804838683e-01
1.7700000000e-01, -2.6711968901e+00, 4.6888834102e-02
1.7800000000e-01, -2.6713350826e+00, 1.8617216098e-02
1.7900000000e-01, -2.6708779844e+00, 7.5937081347e-03
1.8000000000e-01, -2.6703617948e+00, 5.1466381895e-02
1.8100000000e-01, -2.6704627816e+00, 9.5675782585e-02
1.8200000000e-01, -2.6697918290e+00, 1.4405534463e-01
1.8300000000e-01, -2.6706935193e+00, 1.0898853342e-01
1.8400000000e-01, -2.6705768999e+00, 1.1748236861e-02
1.8500000000e-01, -2.6703173981e+00, -3.7250377482e-02
1.8600000000e-01, -2.6698087122e+00, -6.2909469746e-02
1.8700000000e-01, -2.6702114089e+00, -7.7522230401e-03
1.8800000000e-01, -2.6712400362e+00, 1.3628530039e-02
1.8900000000e-01, -2.6705615799e+00, 3.4261730576e-02
1.9000000000e-01, -2.6709273835e+00, -6.2202249399e-03
1.9100000000e-01, -2.6707207201e+00, -5.0625033550e-02
1.9200000000e-01, -2.6709880381e+00, -1.0181409252e-01
1.9300000000e-01, -2.6708076375e+00, -6.6968952059e-02
1.9400000000e-01, -2.6707791861e+00, 3.3807758894e-02
1.9500000000e-01, -2.6713782287e+00, 7.7296495171e-02
1.9600000000e-01, -2.6707354148e+00, 1.0272953955e-01
1.9700000000e-01, -2.6702026546e+00, 4.2432908199e-02
1.9800000000e-01, -2.6688169780e+00, 1.8945188752e-02
1.9900000000e-01, -2.6689195280e+00, -2.7669761607e-03
2.0000000000e-01, -2.6690392740e+00, 4.7209928397e-02
2.0100000000e-01, -2.6687803976e+00, 9.0053036904e-02
2.0200000000e-01, -2.6695651558e+00, 1.3948248663e-01
2.0300000000e-01, -2.6702536170e+00, 1.0123036998e-01
2.0400000000e-01, -2.6704571539e+00, 7.1394238000e-03
2.0500000000e-01, -2.6704796649e+00, -3.9476464518e-02
2.0600000000e-01, -2.6708542228e+00, -6.4772254375e-02
2.0700000000e-01, -2.6708601632e+00, -9.6672206655e-03
2.0800000000e-01, -2.6709158154e+00, 9.7597658569e-03
2.0900000000e-01, -2.6705697088e+00, 3.1803029951e-02
2.1000000000e-01, -2.6707351021e+00, -1.0400078532e-02
2.1100000000e-01, -2.6700432017e+00, -5.5324515886e-02
2.1200000000e-01, -2.6701091715e+00, -1.1641215850e-01
2.1300000000e-01, -2.6698521710e+00, -7.5518439417e-02
2.1400000000e-01, -2.6692634460e+00, 2.5780401501e-02
2.1500000000e-01, -2.6692243644e+00, 7.5923949934e-02
2.1600000000e-01, -2.6697683800e+00, 1.0026333526e-01
2.1700000000e-01, -2.6688085363e+00, 3.6861124904e-02
2.1800000000e-01, -2.6689348480e+00, 1.1242364835e-02
2.1900000000e-01, -2.6691899726e+00, -6.4634687199e-03
2.2000000000e-01, -2.6693725618e+00, 3.9179444478e-02
2.2100000000e-01, -2.6707204074e+00, 8.2625347339e-02
2.2200000000e-01, -2.6701757665e+00, 1.3131818737e-01
2.2300000000e-01, -2.6701319951e+00, 9.0197482439e-02
2.2400000000e-01, -2.6703349067e+00, -1.1780752739e-03
2.2500000000e-01, -2.6710058593e+00, -4.6092507742e-02
2.2600000000e-01, -2.6710721417e+00, -6.6057882168e-02
2.2700000000e-01, -2.6708986195e+00, -9.6569031273e-03
2.2800000000e-01, -2.6703048920e+00, 1.6312340589e-02
2.2900000000e-01, -2.6689170268e+00, 3.3745853665e-02
2.3000000000e-01, -2.6691734020e+00, -4.4277871625e-03
2.3100000000e-01, -2.6699984924e+00, -5.0239845457e-02
2.3200000000e-01, -2.6691784044e+00, -1.0456168422e-01
2.3300000000e-01, -2.6688604367e+00, -7.0104858375e-02
2.3400000000e-01, -2.6688032212e+00, 2.8789370831e-02
2.3500000000e-01, -2.6697786976e+00, 7.3227633278e-02
2.3600000000e-01, -2.6697555613e+00, 1.0031242173e-01
2.3700000000e-01, -2.6690927376e+00, 3.6094813201e-02
2.3800000000e-01, -2.6695967337e+00, 1.4142531034e-02
2.3900000000e-01, -2.6701463771e+00, -2.4930924187e-03
2.4000000000e-01, -2.6700800948e+00, 4.5813621557e-02
2.4100000000e-01, -2.6706478720e+00, 8.7219465724e-02
2.4200000000e-01, -2.6710171148e+00, 1.3620338539e-01
2.4300000000e-01, -2.6705556395e+00, 1.0115720926e-01
2.4400000000e-01, -2.6689367239e+00, 7.0134247726e-03
2.4500000000e-01, -2.6687385021e+00, -3.6844241659e-02
2.4600000000e-01, -2.6684986975e+00, -5.7683167655e-02
2.4700000000e-01, -2.6692609448e+00, -2.4355643268e-03
2.4800000000e-01, -2.6703158349e+00, 1.7332213610e-02
2.4900000000e-01, -2.6703552291e+00, 4.0857451377e-02
2.5000000000e-01, -2.6702442374e+00, -2.4042990594e-03
2.5100000000e-01, -2.6693872564e+00, -4.5666987454e-02
2.5200000000e-01, -2.6694744865e+00, -1.0310441011e-01
2.5300000000e-01, -2.6702067191e+00, -6.2221008559e-02
2.5400000000e-01, -2.6702092203e+00, 3.1768325505e-02
2.5500000000e-01, -2.6697368021e+00, 8.0032518717e-02
2.5600000000e-01, -2.6708782970e+00, 1.0023050673e-01
2.5700000000e-01, -2.6708451559e+00, 4.2115565735e-02
2.5800000000e-01, -2.6705634558e+00, 1.9731510226e-02
2.5900000000e-01, -2.6706985217e+00, 6.4853544070e-03
2.6000000000e-01, -2.6705797137e+00, 5.6060187627e-02
2.6100000000e-01, -2.6707329135e+00, 9.9695870661e-02
2.6200000000e-01, -2.6701845208e+00, 1.4790972679e-01
2.6300000000e-01, -2.6708717313e+00, 1.0928492816e-01
2.6400000000e-01, -2.6703496014e+00, 1.1996170431e-02
2.6500000000e-01, -2.6707554245e+00, -3.6387143451e-02
2.6600000000e-01, -2.6708995574e+00, -5.2267710697e-02
2.6700000000e-01, -2.6694491617e+00, 2.7060088894e-03
2.6800000000e-01, -2.6685903048e+00, 2.7685081588e-02
2.6900000000e-01, -2.6687091128e+00, 4.8590602604e-02
2.7000000000e-01, -2.6685152681e+00, 8.4744507160e-03
2.7100000000e-01, -2.6693344181e+00, -3.8902434209e-02
2.7200000000e-01, -2.6695073151e+00, -9.6778821217e-02
2.7300000000e-01, -2.6695829770e+00, -6.2754394020e-02
2.7400000000e-01, -2.6690442765e+00, 3.0189429503e-02
2.7500000000e-01, -2.6693947601e+00, 7.4059289389e-02
2.7600000000e-01, -2.6694973102e+00, 9.7199651715e-02
2.7700000000e-01, -2.6695836023e+00, 3.2938271809e-02
2.7800000000e-01, -2.6692722003e+00, 1.3263977022e-02
2.7900000000e-01, -2.6692087318e+00, -7.9288718007e-04
2.8000000000e-01, -2.6700857225e+00, 4.6790973815e-02
2.8100000000e-01, -2.6684145940e+00, 9.2389490333e-02
2.8200000000e-01, -2.6695270122e+00, 1.4186052287e-01
2.8300000000e-01, -2.6707426058e+00, 1.0895257837e-01
2.8400000000e-01, -2.6702895721e+00, 1.3538486069e-02
2.8500000000e-01, -2.6704136952e+00, -3.2447719764e-02
2.8600000000e-01, -2.6707857518e+00, -5.6321565262e-02
2.8700000000e-01, -2.6704271392e+00, -1.6101612687e-04
2.8800000000e-01, -2.6703521026e+00, 1.7389429049e-02
2.8900000000e-01, -2.6704374568e+00, 3.9285746387e-02
2.9000000000e-01, -2.6702520537e+00, -5.4260871491e-03
2.9100000000e-01, -2.6700628989e+00, -4.8845727185e-02
2.9200000000e-01, -2.6703142716e+00, -1.0799961302e-01
2.9300000000e-01, -2.6708238955e+00, -7.0780188149e-02
2.9400000000e-01, -2.6712881847e+00, 2.3887914868e-02
2.9500000000e-01, -2.6714795281e+00, 6.8620070828e-02
2.9600000000e-01, -2.6709795965e+00, 8.9704741825e-02
2.9700000000e-01, -2.6709758447e+00, 3.1269331838e-02
2.9800000000e-01, -2.6708320244e+00, 8.8655792106e-03
2.9900000000e-01, -2.6710440030e+00, -6.5353788348e-03
3.0000000000e-01, -2.6709367631e+00, 4.3091667382e-02
3.0100000000e-01, -2.6713025667e+00, 8.7173193128e-02
3.0200000000e-01, -2.6707754343e+00, 1.3742960918e-01
3.0300000000e-01, -2.6703092692e+00, 9.4351698512e-02
3.0400000000e-01, -2.6688244816e+00, 1.9406351446e-03
3.0500000000e-01, -2.6689426643e+00, -4.5572566346e-02
3.0600000000e-01, -2.6702758153e+00, -6.5045512812e-02
3.0700000000e-01, -2.6706006615e+00, -9.1923012544e-03
3.0800000000e-01, -2.6707032115e+00, 1.4938544741e-02
3.0900000000e-01, -2.6697736951e+00, 3.6357441447e-02
3.1000000000e-01, -2.6701229282e+00, -4.2280021041e-03
3.1100000000e-01, -2.6704046282e+00, -5.1651159625e-02
3.1200000000e-01, -2.6705134314e+00, -1.1047550954e-01
3.1300000000e-01, -2.6714704612e+00, -7.3205434938e-02
3.1400000000e-01, -2.6713410230e+00, 2.2246175680e-02
3.1500000000e-01, -2.6715905198e+00, 6.7809049793e-02
3.1600000000e-01, -2.6708570367e+00, 9.0011766751e-02
3.1700000000e-01, -2.6708686048e+00, 3.5305677853e-02
3.1800000000e-01, -2.6694901192e+00, 1.2533620376e-02
3.1900000000e-01, -2.6704111939e+00, 1.5979678144e-03
3.2000000000e-01, -2.6705403195e+00, 4.9954393566e-02
3.2100000000e-01, -2.6703289663e+00, 9.4915411282e-02
3.2200000000e-01, -2.6705509497e+00, 1.4081282376e-01
3.2300000000e-01, -2.6704515261e+00, 1.0011513790e-01
3.2400000000e-01, -2.6703336561e+00, 1.4131900843e-03
3.2500000000e-01, -2.6705675203e+00, -4.3037578469e-02
3.2600000000e-01, -2.6706675691e+00, -6.3859308568e-02
3.2700000000e-01, -2.6710558838e+00, -6.2987007609e-03
3.2800000000e-01, -2.6708817362e+00, 1.6243869653e-02
3.2900000000e-01, -2.6705284387e+00, 4.0164300400e-02
3.3000000000e-01, -2.6697952682e+00, -1.4935418214e-03
3.3100000000e-01, -2.6696495720e+00, -4.6138155033e-02
3.3200000000e-01, -2.6691458886e+00, -1.0279394600e-01
3.3300000000e-01, -2.6688888881e+00, -6.5242796649e-02
3.3400000000e-01, -2.6693275398e+00, 3.0313552615e-02
3.3500000000e-01, -2.6708051363e+00, 7.5583783826e-02
3.3600000000e-01, -2.6711268559e+00, 9.8611903842e-02
3.3700000000e-01, -2.6708295232e+00, 4.2666772398e-02
3.3800000000e-01, -2.6710515066e+00, 2.1279766266e-02
3.3900000000e-01, -2.6709980430e+00, 5.4392185614e-03
3.4000000000e-01, -2.6706744475e+00, 5.6403480263e-02
3.4100000000e-01, -2.6709377010e+00, 9.9546422683e-02
3.4200000000e-01, -2.6699109497e+00, 1.5040125595e-01
3.4300000000e-01, -2.6702029673e+00, 1.0932651096e-01
3.4400000000e-01, -2.6690364601e+00, 1.6934832062e-02
3.4500000000e-01, -2.6693328549e+00, -3.5104329531e-02
3.4600000000e-01, -2.6701813942e+00, -5.5967955088e-02
3.4700000000e-01, -2.6708914284e+00, -4.8433025656e-03
3.4800000000e-01, -2.6708958056e+00, 1.4675916495e-02
3.4900000000e-01, -2.6703905589e+00, 3.6640704769e-02
3.5000000000e-01, -2.6707247846e+00, -1.8568442281e-03
3.5100000000e-01, -2.6710477548e+00, -4.2193103598e-02
3.5200000000e-01, -2.6709180039e+00, -9.3539114214e-02
3.5300000000e-01, -2.6710602609e+00, -4.6241955720e-02
3.5400000000e-01, -2.6707304123e+00, 5.3639943281e-02
3.5500000000e-01, -2.6712234656e+00, 9.2263491306e-02
3.5600000000e-01, -2.6710480674e+00, 1.0800524077e-01
3.5700000000e-01, -2.6703930601e+00, 5.2974305739e-02
3.5800000000e-01, -2.6692124836e+00, 2.5270152338e-02
3.5900000000e-01, -2.6688673150e+00, 6.8864877871e-03
3.6000000000e-01, -2.6691321319e+00, 5.2463118618e-02
3.6100000000e-01, -2.6690320830e+00, 9.8776671801e-02
3.6200000000e-01, -2.6687166164e+00, 1.4927852020e-01
3.6300000000e-01, -2.6702045305e+00, 1.1218353109e-01
3.6400000000e-01, -2.6706681944e+00, 2.0713239621e-02
3.6500000000e-01, -2.6706825765e+00, -2.8946009821e-02
3.6600000000e-01, -2.6707310376e+00, -5.6066128028e-02
3.6700000000e-01, -2.6709086243e+00, -3.8299952507e-04
3.6800000000e-01, -2.6708676668e+00, 1.9973190743e-02
3.6900000000e-01, -2.6707075887e+00, 4.1980499780e-02
3.7000000000e-01, -2.6705590787e+00, 9.4139719999e-04
3.7100000000e-01, -2.6699318974e+00, -4.1174481188e-02
3.7200000000e-01, -2.6704509008e+00, -9.7404439216e-02
3.7300000000e-01, -2.6704737245e+00, -5.9265815489e-02
3.7400000000e-01, -2.6711265433e+00, 3.4979893767e-02
3.7500000000e-01, -2.6711624983e+00, 8.0911072730e-02
3.7600000000e-01, -2.6713238271e+00, 1.0501565590e-01
3.7700000000e-01, -2.6708679795e+00, 4.8929205449e-02
3.7800000000e-01, -2.6710540078e+00, 2.6006136731e-02
3.7900000000e-01, -2.6712203391e+00, 5.6490085053e-03
3.8000000000e-01, -2.6710518193e+00, 5.2563480126e-02
3.8100000000e-01, -2.6709317606e+00, 9.1325845938e-02
3.8200000000e-01, -2.6706897675e+00, 1.4193055706e-01
3.8300000000e-01, -2.6709311353e+00, 1.0139513794e-01
3.8400000000e-01, -2.6705940958e+00, 4.6188179460e-03
3.8500000000e-01, -2.6696974079e+00, -4.4514549699e-02
3.8600000000e-01, -2.6706028500e+00, -6.5209342813e-02
3.8700000000e-01, -2.6708417167e+00, -9.7778997119e-03
3.8800000000e-01, -2.6707429184e+00, 1.3496590611e-02
3.8900000000e-01, -2.6708473444e+00, 3.8833650621e-02
3.9000000000e-01, -2.6705234363e+00, -9.8892040637e-04
3.9100000000e-01, -2.6691812183e+00, -4.0938741072e-02
3.9200000000e-01, -2.6688169780e+00, -9.6010008293e-02
3.9300000000e-01, -2.6693609936e+00, -5.4950270636e-02
3.9400000000e-01, -2.6701776424e+00, 3.8974344324e-02
3.9500000000e-01, -2.6698287220e+00, 7.8497706743e-02
3.9600000000e-01, -2.6700872858e+00, 9.6043462129e-02
3.9700000000e-01, -2.6691039931e+00, 4.1081623344e-02
3.9800000000e-01, -2.6701066702e+00, 1.5877753372e-02
3.9900000000e-01, -2.6704021270e+00, -3.1290279567e-03
4.0000000000e-01, -2.6697364895e+00, 4.1536532984e-02
4.0100000000e-01, -2.6686853512e+00, 8.3603950207e-02
4.0200000000e-01, -2.6692875202e+00, 1.3379001940e-01
4.0300000000e-01, -2.6704699726e+00, 9.6599045929e-02
4.0400000000e-01, -2.6690805442e+00, 3.6661652498e-03
4.0500000000e-01, -2.6689320341e+00, -4.6744701219e-02
4.0600000000e-01, -2.6705990982e+00, -7.2964379727e-02
4.0700000000e-01, -2.6705053024e+00, -1.4531470960e-02
4.0800000000e-01, -2.6696627034e+00, 8.9671913295e-03
4.0900000000e-01, -2.6695335779e+00, 3.2896063698e-02
4.1000000000e-01, -2.6693528646e+00, -1.9647094005e-03
4.1100000000e-01, -2.6696874030e+00, -4.6031853124e-02
4.1200000000e-01, -2.6703111451e+00, -9.9562055316e-02
4.1300000000e-01, -2.6691587073e+00, -6.1865835122e-02
4.1400000000e-01, -2.6693953854e+00, 3.3511676812e-02
4.1500000000e-01, -2.6695123175e+00, 7.5183901056e-02
4.1600000000e-01, -2.6695670317e+00, 9.9201879437e-02
4.1700000000e-01, -2.6693131578e+00, 4.1191364432e-02
4.1800000000e-01, -2.6693409838e+00, 1.6582785151e-02
4.1900000000e-01, -2.6687213062e+00, -3.1280899987e-03
