% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-06-06 T 13:50:08 +0200
% Time (s), Input 1 (V), Input 2 (V)
3.4000000000e-02, -2.6648825567e+00, -4.6725629406e-02
3.5000000000e-02, -2.6653796745e+00, -4.0798360021e-02
3.6000000000e-02, -2.6651545645e+00, -3.9079395622e-02
3.7000000000e-02, -2.6650226251e+00, -5.5367349303e-02
3.8000000000e-02, -2.6645930403e+00, -7.0936201834e-02
3.9000000000e-02, -2.6646540076e+00, -8.8675489224e-02
4.0000000000e-02, -2.6633027228e+00, -5.8444476915e-02
4.1000000000e-02, -2.6628831429e+00, -1.4964807566e-02
4.2000000000e-02, -2.6631670315e+00, 6.2224135086e-03
4.3000000000e-02, -2.6635659763e+00, 1.0639883133e-02
4.4000000000e-02, -2.6637316822e+00, -1.4907592127e-02
4.5000000000e-02, -2.6652177204e+00, -2.1564905504e-02
4.6000000000e-02, -2.6652174077e+00, -2.0875193706e-02
4.7000000000e-02, -2.6647715650e+00, -7.5755742796e-04
4.8000000000e-02, -2.6650207492e+00, 1.1396502603e-02
4.9000000000e-02, -2.6648359715e+00, 2.7237362960e-02
5.0000000000e-02, -2.6649513403e+00, -5.0434002767e-03
5.1000000000e-02, -2.6647162255e+00, -4.8090045673e-02
5.2000000000e-02, -2.6635206417e+00, -6.7465131852e-02
5.3000000000e-02, -2.6637298063e+00, -6.9975420168e-02
5.4000000000e-02, -2.6631166944e+00, -4.5293367509e-02
5.5000000000e-02, -2.6634968801e+00, -3.7835037982e-02
5.6000000000e-02, -2.6629691224e+00, -3.6215809786e-02
5.7000000000e-02, -2.6637166749e+00, -5.2152967166e-02
5.8000000000e-02, -2.6650144961e+00, -6.8726372737e-02
5.9000000000e-02, -2.6650682724e+00, -9.0139954347e-02
6.0000000000e-02, -2.6648447257e+00, -5.9926137935e-02
6.1000000000e-02, -2.6649069436e+00, -1.8828881958e-02
6.2000000000e-02, -2.6653781112e+00, 5.5173817298e-03
6.3000000000e-02, -2.6653474712e+00, 1.1661944723e-02
6.4000000000e-02, -2.6652064649e+00, -1.1486233920e-02
6.5000000000e-02, -2.6652955709e+00, -1.9233141865e-02
6.6000000000e-02, -2.6647668752e+00, -1.8574070029e-02
6.7000000000e-02, -2.6642966456e+00, -1.9253151636e-03
6.8000000000e-02, -2.6652245987e+00, 9.5183979929e-03
6.9000000000e-02, -2.6651283017e+00, 2.5220753216e-02
7.0000000000e-02, -2.6654322001e+00, -6.6132293505e-03
7.1000000000e-02, -2.6649560301e+00, -4.7304349505e-02
7.2000000000e-02, -2.6652890052e+00, -7.2133661573e-02
7.3000000000e-02, -2.6654997331e+00, -7.7117032537e-02
7.4000000000e-02, -2.6656000946e+00, -5.2890202170e-02
7.5000000000e-02, -2.6657323467e+00, -4.3789195496e-02
7.6000000000e-02, -2.6651711351e+00, -4.2275956557e-02
7.7000000000e-02, -2.6655156784e+00, -5.6123968772e-02
7.8000000000e-02, -2.6651479988e+00, -7.2870271272e-02
7.9000000000e-02, -2.6651770755e+00, -8.8670799434e-02
8.0000000000e-02, -2.6652599285e+00, -5.5647173445e-02
8.1000000000e-02, -2.6642425567e+00, -1.4894148062e-02
8.2000000000e-02, -2.6647130990e+00, 7.4620813591e-03
8.3000000000e-02, -2.6650079304e+00, 1.4115330252e-02
8.4000000000e-02, -2.6641743984e+00, -1.2618036598e-02
8.5000000000e-02, -2.6646152387e+00, -1.8427748578e-02
8.6000000000e-02, -2.6651114185e+00, -1.9259404689e-02
8.7000000000e-02, -2.6646802704e+00, -3.4047876147e-03
8.8000000000e-02, -2.6649654097e+00, 7.7175185934e-03
8.9000000000e-02, -2.6653781112e+00, 2.3714079982e-02
9.0000000000e-02, -2.6648240907e+00, -7.5117931342e-03
9.1000000000e-02, -2.6651339295e+00, -4.6716875131e-02
9.2000000000e-02, -2.6653146427e+00, -7.1059074334e-02
9.3000000000e-02, -2.6652336657e+00, -7.4488248858e-02
9.4000000000e-02, -2.6654991078e+00, -4.8264505865e-02
9.5000000000e-02, -2.6649060057e+00, -3.9042502607e-02
9.6000000000e-02, -2.6651611302e+00, -3.4726332449e-02
9.7000000000e-02, -2.6640255757e+00, -5.1353514280e-02
9.8000000000e-02, -2.6638948869e+00, -6.7404477233e-02
9.9000000000e-02, -2.6633418043e+00, -8.7138176028e-02
1.0000000000e-01, -2.6652746232e+00, -5.5829137301e-02
1.0100000000e-01, -2.6653734214e+00, -1.8160430542e-02
1.0200000000e-01, -2.6650116823e+00, 5.6865268261e-03
1.0300000000e-01, -2.6652471097e+00, 1.1490923710e-02
1.0400000000e-01, -2.6647343593e+00, -1.3777352712e-02
1.0500000000e-01, -2.6650010521e+00, -1.9003967455e-02
1.0600000000e-01, -2.6653624786e+00, -1.7003302997e-02
1.0700000000e-01, -2.6656970169e+00, 1.8493405639e-03
1.0800000000e-01, -2.6653409055e+00, 1.3295242289e-02
1.0900000000e-01, -2.6654722197e+00, 2.6109624766e-02
1.1000000000e-01, -2.6656110374e+00, -7.8253837657e-03
1.1100000000e-01, -2.6652436706e+00, -4.7865248401e-02
1.1200000000e-01, -2.6656297966e+00, -7.1488659108e-02
1.1300000000e-01, -2.6653884287e+00, -7.4330046605e-02
1.1400000000e-01, -2.6656904512e+00, -4.9304701310e-02
1.1500000000e-01, -2.6644167042e+00, -4.2616747971e-02
1.1600000000e-01, -2.6635031331e+00, -3.9747534386e-02
1.1700000000e-01, -2.6655047355e+00, -5.4919318021e-02
1.1800000000e-01, -2.6650957858e+00, -6.9602738181e-02
1.1900000000e-01, -2.6654290736e+00, -8.7563696317e-02
1.2000000000e-01, -2.6655863379e+00, -5.7730378209e-02
1.2100000000e-01, -2.6655225567e+00, -1.7077089028e-02
1.2200000000e-01, -2.6654747209e+00, 5.0402737500e-03
1.2300000000e-01, -2.6655782089e+00, 1.1521251020e-02
1.2400000000e-01, -2.6655413159e+00, -1.4420479261e-02
1.2500000000e-01, -2.6645205049e+00, -2.1548334912e-02
1.2600000000e-01, -2.6642166065e+00, -2.2900557725e-02
1.2700000000e-01, -2.6631432699e+00, -5.7206059676e-03
1.2800000000e-01, -2.6632686436e+00, 4.7670153133e-03
1.2900000000e-01, -2.6642872660e+00, 2.1455789721e-02
1.3000000000e-01, -2.6637191761e+00, -6.8570984358e-03
1.3100000000e-01, -2.6652030257e+00, -4.7339679257e-02
1.3200000000e-01, -2.6658799187e+00, -7.1073143705e-02
1.3300000000e-01, -2.6655594498e+00, -7.4793085214e-02
1.3400000000e-01, -2.6654062499e+00, -5.0871091204e-02
1.3500000000e-01, -2.6657160887e+00, -4.2138702033e-02
1.3600000000e-01, -2.6652117800e+00, -4.1128208592e-02
1.3700000000e-01, -2.6652943203e+00, -5.8238438804e-02
1.3800000000e-01, -2.6653990589e+00, -7.3393339195e-02
1.3900000000e-01, -2.6650929720e+00, -9.2479846956e-02
1.4000000000e-01, -2.6648875592e+00, -5.8054286379e-02
1.4100000000e-01, -2.6644192055e+00, -1.7395994755e-02
1.4200000000e-01, -2.6633045987e+00, 3.0711872121e-03
1.4300000000e-01, -2.6638748771e+00, 7.0984662998e-03
1.4400000000e-01, -2.6639521024e+00, -2.0893952867e-02
1.4500000000e-01, -2.6644007589e+00, -3.2099112033e-02
1.4600000000e-01, -2.6651989612e+00, -3.0609634696e-02
1.4700000000e-01, -2.6654603389e+00, -1.1822648197e-02
1.4800000000e-01, -2.6652805636e+00, 2.1779385238e-03
1.4900000000e-01, -2.6652286632e+00, 2.0566292865e-02
1.5000000000e-01, -2.6647377985e+00, -9.8207331282e-03
1.5100000000e-01, -2.6641709592e+00, -4.8215106743e-02
1.5200000000e-01, -2.6647012182e+00, -7.3165415396e-02
1.5300000000e-01, -2.6651289270e+00, -7.6421380338e-02
1.5400000000e-01, -2.6647972025e+00, -5.3901633569e-02
1.5500000000e-01, -2.6648444131e+00, -4.5980578085e-02
1.5600000000e-01, -2.6647503046e+00, -4.4057138838e-02
1.5700000000e-01, -2.6649297673e+00, -6.1193944526e-02
1.5800000000e-01, -2.6648378474e+00, -7.6956329062e-02
1.5900000000e-01, -2.6653793618e+00, -9.5539778672e-02
1.6000000000e-01, -2.6646621366e+00, -6.3072049136e-02
1.6100000000e-01, -2.6645905391e+00, -2.1154079891e-02
1.6200000000e-01, -2.6646174272e+00, 4.0157109388e-03
1.6300000000e-01, -2.6648766163e+00, 8.9621888867e-03
1.6400000000e-01, -2.6654531478e+00, -1.6843537481e-02
1.6500000000e-01, -2.6645095621e+00, -2.6054597896e-02
1.6600000000e-01, -2.6645208176e+00, -2.5559981366e-02
1.6700000000e-01, -2.6648159617e+00, -9.0309724749e-03
1.6800000000e-01, -2.6645602118e+00, 5.2635077589e-03
1.6900000000e-01, -2.6647587463e+00, 2.0029780877e-02
1.7000000000e-01, -2.6645205049e+00, -1.3231461144e-02
1.7100000000e-01, -2.6644704805e+00, -5.2975556350e-02
1.7200000000e-01, -2.6647462401e+00, -7.4209987978e-02
1.7300000000e-01, -2.6648040809e+00, -7.5949900106e-02
1.7400000000e-01, -2.6638961375e+00, -4.9818077000e-02
1.7500000000e-01, -2.6636041199e+00, -4.1662219358e-02
1.7600000000e-01, -2.6640937340e+00, -4.0068628681e-02
1.7700000000e-01, -2.6640765381e+00, -5.6354706446e-02
1.7800000000e-01, -2.6654662793e+00, -6.9603676139e-02
1.7900000000e-01, -2.6647187267e+00, -8.6347164764e-02
1.8000000000e-01, -2.6640437096e+00, -5.2222063407e-02
1.8100000000e-01, -2.6631317017e+00, -1.3542550554e-02
1.8200000000e-01, -2.6637313696e+00, 6.0160627440e-03
1.8300000000e-01, -2.6633077252e+00, 8.0110994538e-03
1.8400000000e-01, -2.6631882919e+00, -1.8848891729e-02
1.8500000000e-01, -2.6627118092e+00, -2.5571236863e-02
1.8600000000e-01, -2.6634806221e+00, -2.2586341788e-02
1.8700000000e-01, -2.6647543691e+00, -3.9278555375e-03
1.8800000000e-01, -2.6643882528e+00, 8.8071131606e-03
1.8900000000e-01, -2.6646468166e+00, 2.4984387794e-02
1.9000000000e-01, -2.6648234654e+00, -6.5728971556e-03
1.9100000000e-01, -2.6646580721e+00, -4.4305072408e-02
1.9200000000e-01, -2.6650079304e+00, -6.8953358578e-02
1.9300000000e-01, -2.6646846476e+00, -7.2698624954e-02
1.9400000000e-01, -2.6641653315e+00, -4.8050026131e-02
1.9500000000e-01, -2.6645714673e+00, -3.9819757153e-02
1.9600000000e-01, -2.6644220193e+00, -4.0691432807e-02
1.9700000000e-01, -2.6647030941e+00, -5.6554804157e-02
1.9800000000e-01, -2.6642303632e+00, -7.3177608850e-02
1.9900000000e-01, -2.6647997038e+00, -9.1969910445e-02
2.0000000000e-01, -2.6638104707e+00, -5.6934677155e-02
2.0100000000e-01, -2.6631548380e+00, -1.8562814533e-02
2.0200000000e-01, -2.6629847550e+00, 4.5997461330e-03
2.0300000000e-01, -2.6627887218e+00, 9.7854033761e-03
2.0400000000e-01, -2.6633130403e+00, -1.5510699134e-02
2.0500000000e-01, -2.6638064062e+00, -2.2650435586e-02
2.0600000000e-01, -2.6648791175e+00, -2.0011647022e-02
2.0700000000e-01, -2.6647037194e+00, -1.3331509999e-03
2.0800000000e-01, -2.6642747599e+00, 1.1153884128e-02
2.0900000000e-01, -2.6648697380e+00, 2.6043655052e-02
2.1000000000e-01, -2.6650517018e+00, -1.1339912469e-02
2.1100000000e-01, -2.6645520828e+00, -5.0606587043e-02
2.1200000000e-01, -2.6648306564e+00, -7.1096280002e-02
2.1300000000e-01, -2.6647290443e+00, -7.2134599531e-02
2.1400000000e-01, -2.6651817653e+00, -4.7835546397e-02
2.1500000000e-01, -2.6648040809e+00, -4.0498838760e-02
2.1600000000e-01, -2.6647756295e+00, -4.0847759144e-02
2.1700000000e-01, -2.6635775445e+00, -5.9749176522e-02
2.1800000000e-01, -2.6641253119e+00, -7.6601780931e-02
2.1900000000e-01, -2.6647368606e+00, -9.3358088316e-02
2.2000000000e-01, -2.6642850775e+00, -5.9093856518e-02
2.2100000000e-01, -2.6639902460e+00, -1.8136981591e-02
2.2200000000e-01, -2.6648969387e+00, 4.9302200089e-03
2.2300000000e-01, -2.6650545157e+00, 8.0367369731e-03
2.2400000000e-01, -2.6651608176e+00, -1.9965061774e-02
2.2500000000e-01, -2.6650860936e+00, -2.6532956486e-02
2.2600000000e-01, -2.6643150921e+00, -2.4397226073e-02
2.2700000000e-01, -2.6645733432e+00, -7.5105425235e-03
2.2800000000e-01, -2.6647468655e+00, 4.2220617033e-03
2.2900000000e-01, -2.6646440027e+00, 1.9418544900e-02
2.3000000000e-01, -2.6648090833e+00, -1.6631871621e-02
2.3100000000e-01, -2.6644401532e+00, -5.4974032239e-02
2.3200000000e-01, -2.6639567921e+00, -7.7820188399e-02
2.3300000000e-01, -2.6635703534e+00, -7.5635684169e-02
2.3400000000e-01, -2.6630629182e+00, -4.8850729628e-02
2.3500000000e-01, -2.6630275884e+00, -4.1307983879e-02
2.3600000000e-01, -2.6642738220e+00, -4.1892019073e-02
2.3700000000e-01, -2.6645076862e+00, -5.9625366063e-02
2.3800000000e-01, -2.6647628107e+00, -7.5681018807e-02
2.3900000000e-01, -2.6649588440e+00, -9.3042309115e-02
2.4000000000e-01, -2.6643945059e+00, -5.7855751931e-02
2.4100000000e-01, -2.6641240613e+00, -1.8844201939e-02
2.4200000000e-01, -2.6650679597e+00, 3.8265560713e-03
2.4300000000e-01, -2.6653158933e+00, 5.5330143634e-03
2.4400000000e-01, -2.6650701483e+00, -2.1203166361e-02
2.4500000000e-01, -2.6648453510e+00, -2.7933953116e-02
2.4600000000e-01, -2.6630207100e+00, -2.3984211892e-02
2.4700000000e-01, -2.6632908420e+00, -5.0177627575e-03
2.4800000000e-01, -2.6636335093e+00, 7.9448170870e-03
2.4900000000e-01, -2.6642653803e+00, 2.4493835750e-02
2.5000000000e-01, -2.6647187267e+00, -1.1490611058e-02
2.5100000000e-01, -2.6646771439e+00, -4.9718028145e-02
2.5200000000e-01, -2.6649144473e+00, -7.3740071010e-02
2.5300000000e-01, -2.6652886925e+00, -7.2354707013e-02
2.5400000000e-01, -2.6645896012e+00, -4.8115057887e-02
2.5500000000e-01, -2.6639458493e+00, -4.2445414306e-02
2.5600000000e-01, -2.6646827717e+00, -4.2748062094e-02
2.5700000000e-01, -2.6650829671e+00, -6.1591013422e-02
2.5800000000e-01, -2.6645783457e+00, -7.9635137169e-02
2.5900000000e-01, -2.6649335191e+00, -9.6013447472e-02
2.6000000000e-01, -2.6645611498e+00, -6.2004965562e-02
2.6100000000e-01, -2.6647065333e+00, -2.2194275336e-02
2.6200000000e-01, -2.6638808175e+00, 2.4358769795e-03
2.6300000000e-01, -2.6630616675e+00, 4.7429410574e-03
2.6400000000e-01, -2.6635425274e+00, -1.8981769115e-02
2.6500000000e-01, -2.6648325323e+00, -2.6168403469e-02
2.6600000000e-01, -2.6650682724e+00, -2.3907924639e-02
2.6700000000e-01, -2.6630228986e+00, -6.0976650918e-03
2.6800000000e-01, -2.6625529816e+00, 7.4273769123e-03
2.6900000000e-01, -2.6630691712e+00, 2.0842990481e-02
2.7000000000e-01, -2.6629953852e+00, -1.6787885305e-02
2.7100000000e-01, -2.6629003388e+00, -5.3028394652e-02
2.7200000000e-01, -2.6626389611e+00, -7.7049499559e-02
2.7300000000e-01, -2.6638526788e+00, -7.3670974769e-02
2.7400000000e-01, -2.6649213256e+00, -4.4450143248e-02
2.7500000000e-01, -2.6650885948e+00, -3.8013250006e-02
2.7600000000e-01, -2.6648994400e+00, -4.0580441108e-02
2.7700000000e-01, -2.6647715650e+00, -5.8552967393e-02
2.7800000000e-01, -2.6644770462e+00, -7.6838459004e-02
2.7900000000e-01, -2.6643229084e+00, -9.5029216856e-02
2.8000000000e-01, -2.6638936363e+00, -5.7936416321e-02
2.8100000000e-01, -2.6637520046e+00, -1.9336629900e-02
2.8200000000e-01, -2.6641002997e+00, 4.3674451965e-03
2.8300000000e-01, -2.6633361766e+00, 3.3125550760e-03
2.8400000000e-01, -2.6637216773e+00, -2.1556463882e-02
2.8500000000e-01, -2.6644861131e+00, -2.6726801144e-02
2.8600000000e-01, -2.6652455465e+00, -2.2739228946e-02
2.8700000000e-01, -2.6650620193e+00, -4.7113631374e-03
2.8800000000e-01, -2.6647421757e+00, 6.9977921389e-03
2.8900000000e-01, -2.6643826251e+00, 1.9868452097e-02
2.9000000000e-01, -2.6648084580e+00, -1.6168207706e-02
2.9100000000e-01, -2.6650429475e+00, -5.2274901709e-02
2.9200000000e-01, -2.6637704512e+00, -7.5006314338e-02
2.9300000000e-01, -2.6649006906e+00, -7.5535947967e-02
2.9400000000e-01, -2.6653681063e+00, -5.0381789770e-02
2.9500000000e-01, -2.6650032406e+00, -4.6509899061e-02
2.9600000000e-01, -2.6640721610e+00, -4.4916308384e-02
2.9700000000e-01, -2.6632608273e+00, -6.1426870768e-02
2.9800000000e-01, -2.6638042176e+00, -8.2539680506e-02
2.9900000000e-01, -2.6644301483e+00, -9.9266598540e-02
3.0000000000e-01, -2.6651898943e+00, -6.3462864978e-02
3.0100000000e-01, -2.6651977106e+00, -2.3842580231e-02
3.0200000000e-01, -2.6650391957e+00, 1.2043380984e-03
3.0300000000e-01, -2.6655600751e+00, 3.1693601516e-03
3.0400000000e-01, -2.6651195474e+00, -2.4368462027e-02
3.0500000000e-01, -2.6654665919e+00, -2.8582707414e-02
3.0600000000e-01, -2.6648500408e+00, -2.4854011629e-02
3.0700000000e-01, -2.6644861131e+00, -6.8789841230e-03
3.0800000000e-01, -2.6647065333e+00, 5.5777236958e-03
3.0900000000e-01, -2.6639733627e+00, 1.6570591697e-02
3.1000000000e-01, -2.6642484971e+00, -2.2627299289e-02
3.1100000000e-01, -2.6650751508e+00, -6.0052762268e-02
3.1200000000e-01, -2.6640721610e+00, -8.2225777222e-02
3.1300000000e-01, -2.6648209641e+00, -7.7298683740e-02
3.1400000000e-01, -2.6647606222e+00, -5.3423274979e-02
3.1500000000e-01, -2.6643116529e+00, -4.9012996366e-02
3.1600000000e-01, -2.6638583066e+00, -5.0578135649e-02
3.1700000000e-01, -2.6646299334e+00, -6.9485493428e-02
3.1800000000e-01, -2.6643951312e+00, -8.4285845688e-02
3.1900000000e-01, -2.6650144961e+00, -9.8291747504e-02
3.2000000000e-01, -2.6642006612e+00, -5.7419601452e-02
3.2100000000e-01, -2.6629484873e+00, -2.2132057454e-02
3.2200000000e-01, -2.6631660935e+00, -1.7086468608e-03
3.2300000000e-01, -2.6636882235e+00, -3.9356718544e-03
3.2400000000e-01, -2.6635218923e+00, -3.0548354772e-02
3.2500000000e-01, -2.6633264844e+00, -3.4691002697e-02
3.2600000000e-01, -2.6643079011e+00, -3.0379834981e-02
3.2700000000e-01, -2.6651673833e+00, -1.2815945741e-02
3.2800000000e-01, -2.6646702655e+00, 1.1686956937e-03
3.2900000000e-01, -2.6647080965e+00, 1.4517401590e-02
3.3000000000e-01, -2.6644592250e+00, -2.3614031126e-02
3.3100000000e-01, -2.6647684385e+00, -6.1399982638e-02
3.3200000000e-01, -2.6648344082e+00, -8.5142201361e-02
3.3300000000e-01, -2.6641643935e+00, -8.3990076259e-02
3.3400000000e-01, -2.6647918874e+00, -5.7326430955e-02
3.3500000000e-01, -2.6648237780e+00, -5.2101692128e-02
3.3600000000e-01, -2.6648087707e+00, -5.3538643815e-02
3.3700000000e-01, -2.6646696402e+00, -7.1110662025e-02
3.3800000000e-01, -2.6647105977e+00, -8.7496163340e-02
3.3900000000e-01, -2.6642356783e+00, -1.0139607590e-01
3.4000000000e-01, -2.6642019118e+00, -6.2188492681e-02
3.4100000000e-01, -2.6636935386e+00, -2.5195115696e-02
3.4200000000e-01, -2.6637394985e+00, -3.4025990460e-03
3.4300000000e-01, -2.6644901776e+00, -3.7815340863e-03
3.4400000000e-01, -2.6647706271e+00, -3.0457998150e-02
3.4500000000e-01, -2.6646386876e+00, -3.4671618231e-02
3.4600000000e-01, -2.6647893862e+00, -2.9509409938e-02
3.4700000000e-01, -2.6648015797e+00, -9.7053642917e-03
3.4800000000e-01, -2.6641343789e+00, 5.2178604685e-03
3.4900000000e-01, -2.6644295230e+00, 1.7115232654e-02
3.5000000000e-01, -2.6642150433e+00, -2.0927719355e-02
3.5100000000e-01, -2.6645649016e+00, -5.7431482253e-02
3.5200000000e-01, -2.6646583847e+00, -8.1695830940e-02
3.5300000000e-01, -2.6640852924e+00, -7.8224760959e-02
3.5400000000e-01, -2.6648763037e+00, -5.1256904604e-02
3.5500000000e-01, -2.6651258005e+00, -4.5868648428e-02
3.5600000000e-01, -2.6648656735e+00, -4.3756366966e-02
3.5700000000e-01, -2.6636316334e+00, -5.8940031403e-02
3.5800000000e-01, -2.6626339587e+00, -7.6751541561e-02
3.5900000000e-01, -2.6636610227e+00, -9.3436876789e-02
3.6000000000e-01, -2.6643416676e+00, -5.6165551578e-02
3.6100000000e-01, -2.6644848625e+00, -1.9932858548e-02
3.6200000000e-01, -2.6648634849e+00, 2.8604593101e-03
3.6300000000e-01, -2.6637060447e+00, 3.2059405144e-03
3.6400000000e-01, -2.6630263378e+00, -2.1675897203e-02
3.6500000000e-01, -2.6636675884e+00, -2.7718848077e-02
3.6600000000e-01, -2.6635675396e+00, -2.2119863999e-02
3.6700000000e-01, -2.6625282821e+00, -3.8759551937e-03
3.6800000000e-01, -2.6630647941e+00, 1.1796072720e-02
3.6900000000e-01, -2.6647362353e+00, 2.6502941830e-02
3.7000000000e-01, -2.6649366456e+00, -1.1700713654e-02
3.7100000000e-01, -2.6650517018e+00, -4.8827593330e-02
3.7200000000e-01, -2.6650485753e+00, -7.4405708552e-02
3.7300000000e-01, -2.6652464844e+00, -7.3142591751e-02
3.7400000000e-01, -2.6647806319e+00, -4.8160392525e-02
3.7500000000e-01, -2.6648050189e+00, -4.1097568630e-02
3.7600000000e-01, -2.6650148088e+00, -4.1226068879e-02
3.7700000000e-01, -2.6648456637e+00, -5.7321428512e-02
3.7800000000e-01, -2.6646511937e+00, -7.2684555584e-02
3.7900000000e-01, -2.6646299334e+00, -8.5279768537e-02
3.8000000000e-01, -2.6650376324e+00, -4.5178311325e-02
3.8100000000e-01, -2.6649416481e+00, -8.3606451428e-03
3.8200000000e-01, -2.6650638953e+00, 1.0607367255e-02
3.8300000000e-01, -2.6646858982e+00, 9.2413877242e-03
3.8400000000e-01, -2.6646577594e+00, -1.6715037232e-02
3.8500000000e-01, -2.6644811107e+00, -2.4258095634e-02
3.8600000000e-01, -2.6650066798e+00, -2.1684338825e-02
3.8700000000e-01, -2.6644564111e+00, -3.4541867371e-03
3.8800000000e-01, -2.6648766163e+00, 1.0658642293e-02
3.8900000000e-01, -2.6646511937e+00, 2.1089048135e-02
3.9000000000e-01, -2.6647628107e+00, -1.5794275109e-02
3.9100000000e-01, -2.6645724053e+00, -5.0467143950e-02
3.9200000000e-01, -2.6646677643e+00, -7.3589059768e-02
3.9300000000e-01, -2.6642953950e+00, -7.2967506253e-02
3.9400000000e-01, -2.6640827912e+00, -4.5547241480e-02
3.9500000000e-01, -2.6633027228e+00, -3.9229156253e-02
3.9600000000e-01, -2.6626849211e+00, -4.1086000481e-02
3.9700000000e-01, -2.6638820682e+00, -5.9122933217e-02
3.9800000000e-01, -2.6638870706e+00, -7.6625855186e-02
3.9900000000e-01, -2.6646858982e+00, -9.1943334968e-02
4.0000000000e-01, -2.6647165381e+00, -5.0843265117e-02
4.0100000000e-01, -2.6647524932e+00, -1.4049673190e-02
4.0200000000e-01, -2.6653352778e+00, 7.2532293732e-03
4.0300000000e-01, -2.6646762059e+00, 1.8374597623e-03
4.0400000000e-01, -2.6643829377e+00, -2.4299678439e-02
4.0500000000e-01, -2.6641321903e+00, -2.7901124586e-02
4.0600000000e-01, -2.6632980330e+00, -2.2309956825e-02
4.0700000000e-01, -2.6640068166e+00, -2.4696434682e-03
4.0800000000e-01, -2.6641869045e+00, 1.1978661881e-02
4.0900000000e-01, -2.6643679304e+00, 2.3952633972e-02
4.1000000000e-01, -2.6646180526e+00, -1.6366742154e-02
4.1100000000e-01, -2.6629028400e+00, -5.3383880742e-02
4.1200000000e-01, -2.6639871195e+00, -7.7845200613e-02
4.1300000000e-01, -2.6633608762e+00, -7.4945972372e-02
4.1400000000e-01, -2.6627171243e+00, -5.1845316935e-02
4.1500000000e-01, -2.6630078913e+00, -4.7329361719e-02
4.1600000000e-01, -2.6627624589e+00, -4.9492605567e-02
4.1700000000e-01, -2.6635109494e+00, -6.4188219181e-02
4.1800000000e-01, -2.6642403681e+00, -7.8555234835e-02
4.1900000000e-01, -2.6650113696e+00, -9.4204126450e-02
